Date,Description,Deposits,Withdrawals,Balance,Type,Category,Notes
2022-01-18,Pwp Amazon.Com* Privacycom TN: 9663020,,-35.37,,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-18,Pwp Amzn Mktp U Privacycom TN: 5712472,,-36.20,,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-18,Pwp Amzn Mktp U Privacycom TN: 4337107,,-42.89,,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-18,Pwp Amzn Mktp U Privacycom TN: 8823284,,-55.39,,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-18,Pwp Amzn Mktp U Privacycom TN: 7954152,,-101.83,,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-18,Pwp Hivelocity Privacycom TN: 1719957,,-284.05,173199.85,Debit,Services,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-19,Pwp APPLE.COM/BILL,,2.99,,Debit,,Privacy.com card ending 8173 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-19,Pwp APPLE.COM/BILL,,2.99,,Debit,,Privacy.com card ending 8173 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-19,Pwp AMZN Mktp US*6K3A08CS3,,321.74,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-19,Wholefds Hol 10109 West Hollywoo CA,,-21.45,,Debit,Food,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-19,Pwp Amzn Mktp U Privacycom TN: 1970692,,-43.91,173134.49,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-20,Pwp AMZN Mktp US*MF1P87RE3,,148.99,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-20,Pwp DNH*GODADDY.COM,,18.06,,Debit,,Privacy.com card ending 5514 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-20,Uber Eats Help.Uber.Com CA,,-54.82,,Debit,Food,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-20,Pwp Amzn Mktp U Privacycom TN: 6935127,,-188.71,172890.96,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-21,Pwp KRAKEN.IO,,9.00,,Debit,,Privacy.com card ending 7604 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-21,Pwp AMAZON.COM*PL0DV8543 AMZN,,52.18,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-21,Pwp AMZN Mktp US*EU4351YR3,,10.69,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-21,Pwp Amazon.com*F427K9YS3,,13.48,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-21,Pwp DNH*GODADDY.COM,,24.99,,Debit,,Privacy.com card ending 5514 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-21,WT Fed#07052 Jpmorgan Chase Ban /Org=Popstand Inc,2000.00,,,Credit,Wire Transfer,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-21,Wire Trans Svc Charge - Sequence: 220121186578,,-15.00,,Debit,Bank Fees,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-21,Chase Credit Crd Epay,,-1319.73,,Debit,Credit Card Payment,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-21,Pwp Apple.Com/B Privacycom TN: 1561475,,-2.99,,Debit,Services,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-21,Pwp Apple.Com/B Privacycom TN: 6965253,,-2.99,,Debit,Services,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-21,Pwp Amzn Mktp U Privacycom TN: 2849432,,-148.99,,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-21,Pwp Amzn Mktp U Privacycom TN: 4974223,,-321.74,173079.52,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-22,Pwp AMZN Mktp US*UJ55O34I3,,40.54,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-22,Pwp APPLE.COM/BILL,,3.99,,Debit,,Privacy.com card ending 8173 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-22,Pwp APPLE.COM/BILL,,9.99,,Debit,,Privacy.com card ending 8173 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-22,Pwp AMAZON.COM*BQ1E38QP3 AMZN,,26.86,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-22,Pwp AMAZON.COM*P51L92M53 AMZN,,118.52,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-22,Pwp AMAZON.COM*RH0B244N3 AMZN,,27.12,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-22,Pwp AMAZON.COM*QO6YS5113 AMZN,,22.49,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-22,Pwp Amazon.com*5H3CX9UF3,,19.69,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-22,Pwp AMAZON.COM*C117W7C63 AMZN,,24.10,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-23,Pwp AMZN Mktp US*LM4H993T3,,90.49,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-24,Pwp AMZN Mktp US*MQ76D1Z23,,8.14,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-24,Pwp AMZN Mktp US*A33NW4E03,,112.79,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-24,Pwp AMZN Mktp US*NO59L33T3,,67.45,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-24,The Home Depot #66 Simi Valley CA,,-296.85,,Debit,Home Improvement,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-24,Uber Trip Help.Uber.Com CA,,-67.34,,Debit,Transportation,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-24,Uber Trip Help.Uber.Com CA,,-69.72,,Debit,Transportation,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-24,Wholefds Ven 10333 Venice CA,,-44.98,,Debit,Food,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-24,Ikea.Com 404755662 888-434-4532 MD,,-312.40,,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-24,Pwp Apple.Com/B Privacycom TN: 8711261,,-3.99,,Debit,Services,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-24,Pwp Kraken.Io Privacycom TN: 4772194,,-9.00,,Debit,Cryptocurrency,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-24,Pwp Apple.Com/B Privacycom TN: 7721357,,-9.99,,Debit,Services,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-24,Pwp Amzn Mktp U Privacycom TN: 1018470,,-10.69,,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-24,Pwp Amazon.Com* Privacycom TN: 2805957,,-13.48,,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-24,Pwp Dnh*Godaddy Privacycom TN: 6165485,,-18.06,,Debit,Services,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-24,Pwp Amazon.Com* Privacycom TN: 3454967,,-19.69,,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-24,Pwp Amazon.Com* Privacycom TN: 7832086,,-22.49,,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-24,Pwp Amazon.Com* Privacycom TN: 8937071,,-24.10,,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-24,Pwp Dnh*Godaddy Privacycom TN: 6999416,,-24.99,,Debit,Services,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-24,Pwp Amazon.Com* Privacycom TN: 6897245,,-26.86,,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-24,Pwp Amazon.Com* Privacycom TN: 7609645,,-27.12,,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-24,Pwp Amzn Mktp U Privacycom TN: 1462053,,-40.54,,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-24,Pwp Amazon.Com* Privacycom TN: 1762721,,-52.18,,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-24,Pwp Amzn Mktp U Privacycom TN: 9553305,,-112.79,171872.26,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-25,Pwp Amzn Mktp U Privacycom TN: 6983250,,-8.14,,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-25,Pwp Amzn Mktp U Privacycom TN: 8158756,,-67.45,171796.67,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-26,Pwp AMZN Mktp US*4942V0L63,,423.64,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-26,Pwp NETFLIX.COM,,13.99,,Debit,,Privacy.com card ending 7338 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-26,Pwp APPLE.COM/BILL,,15.99,,Debit,,Privacy.com card ending 8173 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-26,Pwp APPLE.COM/BILL,,9.99,,Debit,,Privacy.com card ending 8173 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-26,Pwp GITBOOK,,40.00,,Debit,,Privacy.com card ending 2661 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-26,Pwp GOOGLE*DOMAINS,,6.00,,Debit,,Privacy.com card ending 2090 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-26,Pwp Amzn Mktp U Privacycom TN: 8214319,,-90.49,,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-26,Pwp Amazon.Com* Privacycom TN: 6239926,,-118.52,,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-26,Pwp Amzn Mktp U Privacycom TN: 8265827,,-423.64,171164.02,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-27,Pwp Amazon.com*D72146VA3,,47.84,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-27,Pwp APPLE.COM/BILL,,5.99,,Debit,,Privacy.com card ending 8173 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-27,WT Fed#00805 Jpmorgan Chase Ban /Org=Popstand Inc,4000.00,,,Credit,Wire Transfer,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-27,WT Fed#05470 Jpmorgan Chase Ban /Org=Popstand Inc,1500.00,,,Credit,Wire Transfer,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-27,Wire Trans Svc Charge - Sequence: 220127019687,,-15.00,,Debit,Bank Fees,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-27,Wire Trans Svc Charge - Sequence: 220127086017,,-15.00,,Debit,Bank Fees,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-27,Pwp Apple.Com/B Privacycom TN: 7161759,,-9.99,,Debit,Services,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-27,Pwp Netflix.Com Privacycom TN: 8579994,,-13.99,,Debit,Entertainment,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-27,Pwp Apple.Com/B Privacycom TN: 5979076,,-15.99,,Debit,Services,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-27,Pwp Gitbook Privacycom TN: 9700873,,-40.00,176554.05,Debit,Services,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-28,Pwp SLACK T0265NE2YH3,,8.00,,Debit,,Privacy.com card ending 9373 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-28,Pwp GITHUB,,36.00,,Debit,,Privacy.com card ending 9660 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-28,WT Fed#08442 Jpmorgan Chase Ban /Org=Popstand Inc,1500.00,,,Credit,Wire Transfer,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-28,Wire Trans Svc Charge - Sequence: 220128187139,,-15.00,,Debit,Bank Fees,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-28,Ikea Burbank Burbank CA,,-136.59,,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-28,Chase Credit Crd Epay,,-1282.55,,Debit,Credit Card Payment,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-28,Pwp Apple.Com/B Privacycom TN: 2747954,,-5.99,,Debit,Services,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-28,Pwp Google*Doma Privacycom TN: 5721115,,-6.00,,Debit,Services,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-28,Pwp Amazon.Com* Privacycom TN: 6894412,,-47.84,176560.08,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-29,Pwp Audible*R03ON68S3,,14.95,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-29,Pwp TERMINAL PRO PLAN,,40.00,,Debit,,Privacy.com card ending 6744 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-30,Pwp AMZN Mktp US*5O04V2ZV3,,124.66,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-30,Pwp AMZN Mktp US*OB0123KK3,,67.52,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-30,Pwp AMAZON.COM*2Q0IT5Y83 AMZN,,44.98,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-30,Pwp AMZN Mktp US*Z12TW3RS3,,41.80,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-31,Pwp AMZN Mktp US*PM18G9E73,,19.29,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-31,Pwp AMZN Mktp US*OB58U3083,,107.20,,Debit,,Privacy.com card ending 5261 | Source: Privacy.com Statement 2022-01-01 - 2022-12-31.csv | Merged from: 2022_privacy-com_transactions.csv
2022-01-31,Gusto Pay 353731,5239.22,,,Credit,Payroll,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-31,Uber Eats Help.Uber.Com CA,,-81.48,,Debit,Food,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-31,Ck Dealer # 01462 423 Filmore CA,,-39.79,,Debit,Auto,Check cashing fee | Merged from: 2022-01_wells-fargo_checking.csv
2022-01-31,Uber Eats Help.Uber.Com CA,,-57.11,,Debit,Food,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-31,Pwp Slack T0265 Privacycom TN: 8678453,,-8.00,,Debit,Services,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-31,Pwp Audible*R03 Privacycom TN: 5789564,,-14.95,,Debit,Entertainment,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-31,Pwp Github Privacycom TN: 6991907,,-36.00,,Debit,Services,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-31,Pwp Terminal PR Privacycom TN: 1278439,,-40.00,,Debit,Services,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-31,Pwp Amzn Mktp U Privacycom TN: 9895449,,-67.52,,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-31,Pwp Amzn Mktp U Privacycom TN: 3655499,,-124.66,,Debit,Shopping,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-31,Interest Payment,1.78,,,Credit,Interest,Merged from: 2022-01_wells-fargo_checking.csv
2022-01-31,NFT Genius Payroll - Net Pay,5239.22,,,Credit,Payroll,Pay Period: Jan 16-31 | Source: 2022 nft-genius-inc-paystubs-kurt-braget.pdf | Merged from: 2022_nft-genius_gusto-paystubs.csv
