Order Date,Product Name,Price,Invoice Link,Business,Notes
2023-03-11,ThermaCels Insulating Paint Additive 5 Gallon,$59.75,https://www.amazon.com/gp/css/summary/print.html?orderID=113-6371592-9289830,N,Personal - home
2023-03-12,Jenga Official Giant JS4,$89.95,https://www.amazon.com/gp/css/summary/print.html?orderID=113-7953695-2729815,N,Personal - entertainment
2023-03-12,Yukio Mishima: The Death of a Man,$37.09,https://www.amazon.com/gp/css/summary/print.html?orderID=113-4801585-3059443,N,Personal - books
2023-04-02,Philips Hue White A19 Medium Lumen Smart Bulb 1100 Lumens (x3),$35.97,https://www.amazon.com/gp/css/summary/print.html?orderID=113-1638013-5841022,N,Personal - smart home
2023-04-02,Philips Hue Lightstrip Plus (2m/6ft Base Kit with Plug),$47.99,https://www.amazon.com/gp/css/summary/print.html?orderID=113-2880545-5236220,N,Personal - smart home
2023-04-02,Philips Hue White and Color Ambiance Smart Button Starter Kit,$179.99,https://www.amazon.com/gp/css/summary/print.html?orderID=113-2120328-2391445,N,Personal - smart home
2023-04-03,Philips Hue Wall Tap Dial Light Switch (1-Pack),$49.99,https://www.amazon.com/gp/css/summary/print.html?orderID=113-0552608-3021802,N,Personal - smart home
2023-04-03,Philips Hue Indoor Motion Sensor for Smart Lights,$50.73,https://www.amazon.com/gp/css/summary/print.html?orderID=113-0552608-3021802,N,Personal - smart home
2023-04-04,LOCHAS Ultra Soft Indoor Modern Area Rugs 8x10 Feet Black,$109.99,https://www.amazon.com/gp/css/summary/print.html?orderID=111-7210989-1929836,N,Personal - home
2023-04-04,HILTEX 31229 Air Texture Gun with 1.32 Gallon Hopper 3 Nozzles,$37.89,https://www.amazon.com/gp/css/summary/print.html?orderID=111-7210989-1929836,N,Personal - home/DIY
2023-04-04,2 Pack Polyester Fiber Acoustical Sealant Fast Cure,$19.99,https://www.amazon.com/gp/css/summary/print.html?orderID=111-7210989-1929836,N,Personal - home/DIY
2023-04-05,10 Pack of Safety Goggles Crystal Clear Eye Protection,$21.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-3955166-1690656,N,Personal - DIY
2023-04-05,Amazon Basics Heavy Duty Metal Surge Protector Power Strip 9-Outlet,$33.82,https://www.amazon.com/gp/css/summary/print.html?orderID=112-3955166-1690656,N,Personal - home
2023-04-05,215369 Carburetor for Intek 190 Engine,$16.89,https://www.amazon.com/gp/css/summary/print.html?orderID=111-5868274-6362651,N,Personal - equipment repair
2023-04-05,Black Iron Oxide Mineral Pigment for Painting (150 ML),$12.95,https://www.amazon.com/gp/css/summary/print.html?orderID=112-7208412-4505039,N,Personal - home/DIY
2023-04-05,Happybuy Electric Hydraulic Rebar Cutter 900W,$238.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-5820928-9438623,N,Personal - construction
2023-04-06,2 Rolls Pool Ladder Mats 36 x 9 inch,$13.99,https://www.amazon.com/gp/css/summary/print.html?orderID=111-5642525-3455401,N,Personal - pool
2023-04-07,JQK Cabinet Hinges 100 Degree Soft Closing (8 Pack),$20.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-6505130-0473062,N,Personal - home
2023-04-07,Onarway Magnetic Door Catch 40 lbs (4 Pack),$13.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-6505130-0473062,N,Personal - home
2023-04-07,DEWALT Drywall Sand Paper 9 in. (25-Pack) 120G,$29.68,https://www.amazon.com/gp/css/summary/print.html?orderID=112-0989612-5930609,N,Personal - home/DIY
2023-04-07,POWER PRO 2100 Drywall Sanding Abrasive Discs 9-Inch (Set of 10),$31.70,https://www.amazon.com/gp/css/summary/print.html?orderID=112-9672101-4669027,N,Personal - home/DIY
2023-04-07,DEWALT DCE800B 20V MAX Cordless Drywall Sander (Tool Only),$479.00,https://www.amazon.com/gp/css/summary/print.html?orderID=112-0709123-6081869,N,Personal - home/DIY
2023-04-07,SkeeterVac SV3100 Mosquito Killer Attractant,$550.00,https://www.amazon.com/gp/css/summary/print.html?orderID=112-6142361-4626648,N,Personal - yard
2023-04-07,Niubid 10 Pack 3/4 Inches x 10 Inches Black Malleable Steel Nipples,$20.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-4968214-2217823,N,Personal - home/plumbing
2023-04-07,Allfun 3/4 Inch Black Malleable Iron Cast Pipe Fitting (30-Pack),$28.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-4968214-2217823,N,Personal - home/plumbing
2023-04-07,AITEE Vinyl Record Holder Storage for 70 LPs,$31.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-4968214-2217823,N,Personal - home
2023-04-09,Liquid Death Mountain Water 16.9 oz (12-Pack) x2,$33.98,https://www.amazon.com/gp/css/summary/print.html?orderID=112-2498093-8585042,N,Personal - food/beverage
2023-04-09,Goplus 2 in 1 Folding Treadmill 2.25HP Under Desk,$339.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-2175329-3823412,N,Personal - fitness
2023-05-05,Screen Cleaner Spray (16oz) with Microfiber Cloth Wipes,$19.97,https://www.amazon.com/gp/css/summary/print.html?orderID=114-7968609-2441069,Y,Business - office supplies
2023-05-12,USB C SD Card Reader with USB 3.0 Port 3 in 1,$12.99,https://www.amazon.com/gp/css/summary/print.html?orderID=113-8731680-7234659,Y,Business - tech accessory
2023-05-14,Goplus 2 in 1 Folding Treadmill 2.25HP Under Desk,$299.99,https://www.amazon.com/gp/css/summary/print.html?orderID=114-9672492-2285027,N,Personal - fitness
2023-05-14,Calvin Klein Men's Cotton Classics 3-Pack Boxer Brief,$32.20,https://www.amazon.com/gp/css/summary/print.html?orderID=114-6862321-6907449,N,Personal - clothing
2023-05-14,maamgic Mens Quick Dry Long Swim Trunks,$18.89,https://www.amazon.com/gp/css/summary/print.html?orderID=114-6862321-6907449,N,Personal - clothing
2023-05-14,Amazon Basics Rubber Encased Hex Dumbbell 25-Pound,$26.84,https://www.amazon.com/gp/css/summary/print.html?orderID=114-6862321-6907449,N,Personal - fitness
2023-05-14,Amazon Basics Rubber Encased Hex Dumbbell 25-Pound (2nd),$26.84,https://www.amazon.com/gp/css/summary/print.html?orderID=114-6862321-6907449,N,Personal - fitness
2023-05-14,maamgic Mens Slim Fit Quick Dry Swim Shorts Camo,$18.89,https://www.amazon.com/gp/css/summary/print.html?orderID=114-1220348-3575401,N,Personal - clothing
2023-05-14,Gildan Men's Underwear Boxer Briefs 5-Pack,$20.99,https://www.amazon.com/gp/css/summary/print.html?orderID=114-1220348-3575401,N,Personal - clothing
2023-05-16,SCOTTCHEN Drywall Sanding Screen Mesh Grit #120 (12pcs),$8.99,https://www.amazon.com/gp/css/summary/print.html?orderID=113-4974034-1741833,N,Personal - home/DIY
2023-05-17,LINEX Garden Soaker Hose 1/2 inch x 15 ft (x2),$35.98,https://www.amazon.com/gp/css/summary/print.html?orderID=111-6646807-4904265,N,Personal - yard
2023-05-18,The Legend of Zelda: Tears of the Kingdom - Nintendo Switch,$69.99,https://www.amazon.com/gp/css/summary/print.html?orderID=113-0768446-9305801,N,Personal - entertainment
2023-05-20,Damipow Hawaiian Shirts for Men Short Sleeve,$23.99,https://www.amazon.com/gp/css/summary/print.html?orderID=113-8967581-1891428,N,Personal - clothing
2023-06-01,SkeeterVac TacTrap Replacements Sticky Trap 2 Pack,$31.00,https://www.amazon.com/gp/css/summary/print.html?orderID=111-4559576-4702622,N,Personal - yard
2023-06-01,Kwikset Pismo Privacy Square Door Knob Matte Black,$20.05,https://www.amazon.com/gp/css/summary/print.html?orderID=111-8684796-8072256,N,Personal - home
2023-06-04,Fellow Opus Conical Burr Coffee Grinder,$195.00,https://www.amazon.com/gp/css/summary/print.html?orderID=114-1572767-0009007,N,Personal - kitchen
2023-06-04,Porlex Mini Stainless Steel Coffee Grinder,$61.99,https://www.amazon.com/gp/css/summary/print.html?orderID=114-2616412-9623463,N,Personal - kitchen
2023-06-04,Automatic Soap Dispenser Foaming Wall Mount Rechargeable,$28.99,https://www.amazon.com/gp/css/summary/print.html?orderID=114-2616412-9623463,N,Personal - home
2023-06-06,Bath Beyond Toothbrush Holder Wall Mounted Stainless Steel,$12.99,https://www.amazon.com/gp/css/summary/print.html?orderID=111-9979494-9625841,N,Personal - home
2023-06-07,Toilet Paper Holder Self Adhesive Stainless Steel Matte Black,$21.99,https://www.amazon.com/gp/css/summary/print.html?orderID=111-2455993-0601855,N,Personal - home
2023-06-07,Pollinator Wildflower Seeds Bulk 1 Lb 23 Varieties,$58.49,https://www.amazon.com/gp/css/summary/print.html?orderID=113-1642662-9058648,N,Personal - yard/garden
2023-06-11,X-Seed Hummingbird and Butterfly Seed Mix 1-Pound,$8.26,https://www.amazon.com/gp/css/summary/print.html?orderID=111-9375073-5232264,N,Personal - yard/garden
2023-06-19,Amazon Basics Rubber Encased Hex Dumbbell 35 Pounds,$60.36,https://www.amazon.com/gp/css/summary/print.html?orderID=113-2174449-7036221,N,Personal - fitness
2023-06-19,Amazon Basics Rubber Encased Hex Dumbbell 35 Pounds (2nd),$60.36,https://www.amazon.com/gp/css/summary/print.html?orderID=113-2174449-7036221,N,Personal - fitness
2023-06-19,ABCCANOPY 10x20 Outdoor Gazebo with Mosquito Netting,$611.96,https://www.amazon.com/gp/css/summary/print.html?orderID=113-1242472-8058603,N,Personal - outdoor
2023-06-22,Albion Everbearing Strawberry Bare Roots Plants 25 Pack,$15.99,https://www.amazon.com/gp/css/summary/print.html?orderID=111-4095415-7566656,N,Personal - garden
2023-06-22,Albion Everbearing Strawberry Bare Roots Plants 25 Pack (2nd),$15.99,https://www.amazon.com/gp/css/summary/print.html?orderID=111-6104642-0992266,N,Personal - garden
2023-06-30,Inflatable Pool Float Chair 2 Pack,$34.99,https://www.amazon.com/gp/css/summary/print.html?orderID=111-0418504-2499450,N,Personal - pool
2023-06-30,2 Pack Clipper Guards Combs for Manscaped Lawn Mower 4.0,$16.99,https://www.amazon.com/gp/css/summary/print.html?orderID=111-0418504-2499450,N,Personal - grooming
2023-06-30,QPAU Inflatable Pool Float Backrest Chair 44",$23.99,https://www.amazon.com/gp/css/summary/print.html?orderID=111-0418504-2499450,N,Personal - pool
2023-06-30,Heavy Duty Garden Faucet Splitter with Shut-Off Valves,$8.99,https://www.amazon.com/gp/css/summary/print.html?orderID=111-5858110-1121031,N,Personal - yard
2023-06-30,Didaey 50 Pcs Drip Irrigation Emitters (x2),$19.98,https://www.amazon.com/gp/css/summary/print.html?orderID=111-5858110-1121031,N,Personal - yard
2023-06-30,Liquid Death Mountain Water 16.9 oz (12-Pack),$16.57,https://www.amazon.com/gp/css/summary/print.html?orderID=111-4662690-5055469,N,Personal - food/beverage
2023-06-30,Glad Force Flex Drawstring Trash Bags 13 Gallon (110ct),$21.98,https://www.amazon.com/gp/css/summary/print.html?orderID=111-4662690-5055469,N,Personal - household
2023-06-30,Liquid Death Mountain Water 16.9 oz (12-Pack) x2,$33.14,https://www.amazon.com/gp/css/summary/print.html?orderID=111-4662690-5055469,N,Personal - food/beverage
2023-07-02,BACtrack Mobile Smartphone Breathalyzer,$99.99,https://www.amazon.com/gp/css/summary/print.html?orderID=113-4738815-8129008,N,Personal - health
2023-07-04,Didaey 50 Pcs Drip Irrigation Emitters,$9.99,https://www.amazon.com/gp/css/summary/print.html?orderID=111-9217374-2362604,N,Personal - yard
2023-07-04,ZIWOCH Men's Sleeveless Tank Tops White,$19.99,https://www.amazon.com/gp/css/summary/print.html?orderID=111-2855231-4609013,N,Personal - clothing
2023-07-07,Hanes Men's X-Temp Tank Top 2 Pack Black,$11.61,https://www.amazon.com/gp/css/summary/print.html?orderID=113-4172759-1944250,N,Personal - clothing
2023-07-07,Homax Pneumatic Texture Gun and Hopper 3L,$62.88,https://www.amazon.com/gp/css/summary/print.html?orderID=113-4172759-1944250,N,Personal - home/DIY
2023-07-17,URTOM 2 Pack Spot Lights Indoor LED 3W (x3),$77.97,https://www.amazon.com/gp/css/summary/print.html?orderID=113-5280810-1994620,N,Personal - home
2023-07-17,BASIC CONCEPTS Tongue Scraper 2 Pack Stainless Steel,$7.97,https://www.amazon.com/gp/css/summary/print.html?orderID=113-5364078-2581026,N,Personal - health
2023-07-17,Viking Revolution Sea Salt Spray for Hair 8oz,$9.88,https://www.amazon.com/gp/css/summary/print.html?orderID=113-5364078-2581026,N,Personal - grooming
2023-07-17,Eastman Irrigation Hose Bibb 3/4 Inch Brass Plumbing Fitting,$12.96,https://www.amazon.com/gp/css/summary/print.html?orderID=113-4988127-7480218,N,Personal - yard
2023-07-30,NO MA'AM Funny Bundy Joke Parody T-Shirt,$14.95,https://www.amazon.com/gp/css/summary/print.html?orderID=112-4237683-8604218,N,Personal - clothing
2023-08-06,USB C Charger 45W PD GaN with 5FT Type C Cable,$8.50,https://www.amazon.com/gp/css/summary/print.html?orderID=112-9204517-5034643,Y,Business - tech accessory
2023-08-06,Old Farmer's Almanac Bachelors Buttons Seeds (x2),$13.98,https://www.amazon.com/gp/css/summary/print.html?orderID=112-0477858-5109852,N,Personal - garden
2023-08-10,S23 Ultra Stylus Pen Replacement for Samsung Galaxy,$39.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-5107487-0945067,Y,Business - mobile dev accessory
2023-09-09,Zacro Bike Seat Cushion Gel Padded,$19.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-1567432-5653861,N,Personal - fitness
2023-09-20,PORTER-CABLE Brad Nails 18GA 900-Pack,$7.28,https://www.amazon.com/gp/css/summary/print.html?orderID=112-4110528-0894667,N,Personal - home/DIY
2023-10-01,Amazon Basics Tall Kitchen Drawstring Trash Bags 13 Gallon 120 Count,$18.88,https://www.amazon.com/gp/css/summary/print.html?orderID=112-4269994-7925043,N,Personal - household
2023-10-01,13.2 Gallon(50L) Trash Can Fingerprint Proof Stainless Steel,$68.98,https://www.amazon.com/gp/css/summary/print.html?orderID=112-2576523-3927431,N,Personal - home
2023-10-01,Suiwotin 16 Inch Drawer Slides Metal Drawer Slide Pack of 2,$9.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-1096960-0378651,N,Personal - home/DIY
2023-10-01,16" Large Fake Knife With Fake Blood Prop Plastic Halloween Prop,$15.89,https://www.amazon.com/gp/css/summary/print.html?orderID=112-4759136-7504239,N,Personal - Halloween
2023-10-01,Tinuos Horror Realistic Fake Bloody Wound Stitch Scar Tattoo,$15.89,https://www.amazon.com/gp/css/summary/print.html?orderID=112-4759136-7504239,N,Personal - Halloween
2023-10-01,Perfect Colored Contact Lenses Tweezer Rod/Inserter Accessory Kit,$34.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-3223822-2058606,N,Personal - Halloween
2023-10-01,adidas Originals Men's Swift Run 22 Sneaker Vivid Red/White,$211.78,https://www.amazon.com/gp/css/summary/print.html?orderID=112-1687768-9081001,N,Personal - clothing
2023-10-02,COSORI Pro III Air Fryer Dual Blaze 6.8-Quart 1750W,$149.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-8818547-4875418,N,Personal - kitchen
2023-10-02,COSORI Air Fryer Liners 100 PCS Square Disposable Paper Liners (x2),$27.98,https://www.amazon.com/gp/css/summary/print.html?orderID=112-8818547-4875418,N,Personal - kitchen
2023-10-02,Queen Bed Sheet Set 4pcs Bedding Sheets & Pillowcases Black,$18.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-3484394-7001827,N,Personal - home
2023-10-10,Oral-B CrossAction All In One Soft Toothbrushes 6 Count,$14.16,https://www.amazon.com/gp/css/summary/print.html?orderID=111-4852837-3128241,N,Personal - health
2023-10-11,SimpleNature 100% Pure Vegetable Glycerin 1 Gallon,$26.95,https://www.amazon.com/gp/css/summary/print.html?orderID=112-3234656-0240211,N,Personal - household
2023-10-12,Upgraded 4.00-6 Pneumatic Tire and Wheel 13" Wheelbarrow Tires,$39.99,https://www.amazon.com/gp/css/summary/print.html?orderID=111-5243443-1250664,N,Personal - yard
2023-10-13,204308 Set CT Mini/Midi-2/5 Dust Bags for Festool CT MINI (8 PACK),$31.99,https://www.amazon.com/gp/css/summary/print.html?orderID=111-5216637-0951408,N,Personal - home/DIY
2023-10-13,Potassium Permanganate Powder 500g Reagent-Grade,$39.49,https://www.amazon.com/gp/css/summary/print.html?orderID=112-7561886-3075467,N,Personal - household
2023-10-13,Lusper Weight Bench for Home Gym Adjustable and Foldable,$69.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-3761904-8311418,N,Personal - fitness
2023-10-15,Amerex 322 5lb Carbon Dioxide Class B C Fire Extinguisher,$204.00,https://www.amazon.com/gp/css/summary/print.html?orderID=112-2050226-3826633,N,Personal - home safety
2023-10-15,VIZIO V-Series 5.1 Home Theater Sound Bar with Dolby Audio,$199.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-3649246-6237032,N,Personal - entertainment
2023-10-17,practicalWs Marble Wallpaper Granite Gray&White 23.6" x 118",$27.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-6740274-2007463,N,Personal - home
2023-10-19,Garden Netting Plant Covers 8x24 Ft Ultra Fine Mesh (x2),$25.98,https://www.amazon.com/gp/css/summary/print.html?orderID=112-7300370-6393056,N,Personal - yard
2023-10-19,Replacement Filter Set With Membrane for Culligan AC-30 RO System,$49.59,https://www.amazon.com/gp/css/summary/print.html?orderID=111-4165890-3879438,N,Personal - home
2023-10-19,YZM 1/4" tube to 3/8" female NPT Connector for RO (Pack of 10),$9.99,https://www.amazon.com/gp/css/summary/print.html?orderID=111-6492457-0970621,N,Personal - home
2023-10-19,Entervending Vending Machine 50pcs Empty Round Clear Capsules 2",$14.99,https://www.amazon.com/gp/css/summary/print.html?orderID=111-6492457-0970621,N,Personal - hobby
2023-10-19,uxcell 3/8-inch x 3/8-inch x 1/4-inch T Shaped 3 Way Connector 3pcs,$7.49,https://www.amazon.com/gp/css/summary/print.html?orderID=111-6492457-0970621,N,Personal - home
2023-10-19,PureSec 1/4 RO Tubing Elbow Connector 90 degree (Pack of 10),$6.99,https://www.amazon.com/gp/css/summary/print.html?orderID=111-6492457-0970621,N,Personal - home
2023-10-19,30FT 1/4 Inch O.D.RO Water Tubing NSF Certified,$10.99,https://www.amazon.com/gp/css/summary/print.html?orderID=111-6492457-0970621,N,Personal - home
2023-10-21,19.6 FT Door Frame Adhesive Weather Stripping Seal Strip PU Foam,$11.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-5474592-2556238,N,Personal - home
2023-10-21,GroTheory 2 Pack Under Door Draft Stopper 39" Weather Stripping,$9.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-5474592-2556238,N,Personal - home
2023-10-22,ASURION 2 Year Floorcare Protection Plan ($1500-$1999.99),$119.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-5926978-1995433,N,Personal - home
2023-10-22,Simpli-Magic Heavy Duty Padded Moving Blankets (12 Pack),$59.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-3366032-0056220,N,Personal - moving
2023-10-22,Decibel Meter Tadeto Digital Sound Level Meter 30dB to 130dB,$29.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-3366032-0056220,N,Personal - home/DIY
2023-11-05,DOKEHOM 29-Inches X-Large Laundry Basket with Wheels Black,$28.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-4052488-1445025,N,Personal - home
2023-11-05,15 inch Traffic Safety Cones with Reflective Collars 4 Pack Orange,$28.59,https://www.amazon.com/gp/css/summary/print.html?orderID=112-5535994-4228262,N,Personal - home
2023-11-05,3M Super 77 Multipurpose Spray Adhesive Low VOC 7.3 oz,$10.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-5535994-4228262,N,Personal - home/DIY
2023-11-07,Houseables Galvanized Buckets Metal Bucket Black 4.5 W x 5 H 12 Pack,$22.49,https://www.amazon.com/gp/css/summary/print.html?orderID=112-4055062-8780237,N,Personal - home
2023-11-12,Edge Supply Birch 3/4 X 50 Roll Wood Veneer Edge Banding Preglued,$12.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-5355591-4415413,N,Personal - home/DIY
2023-11-13,Impress Basic Clothing Iron Non-Stick Compact Spray 1200-Watt,$12.99,https://www.amazon.com/gp/css/summary/print.html?orderID=111-5673717-7458668,N,Personal - household
2023-11-15,Amazon Basics Room Darkening Blackout Curtain Rod 48 to 88 inch,$21.42,https://www.amazon.com/gp/css/summary/print.html?orderID=112-0915242-7278667,N,Personal - home
2023-11-15,NICETOWN White Room Darkening Curtain 95 inches Long 1 Panel,$20.95,https://www.amazon.com/gp/css/summary/print.html?orderID=112-4733270-2106628,N,Personal - home
2023-11-16,Energizer AA Batteries Alkaline Power 32 Count,$13.99,https://www.amazon.com/gp/css/summary/print.html?orderID=111-6986534-7909803,N,Personal - household
2023-11-16,Summit Mosquito Dunk Tablet 20 Count,$18.50,https://www.amazon.com/gp/css/summary/print.html?orderID=111-6986534-7909803,N,Personal - yard
2023-11-16,Extra Long Pure White Curtain 108 inches Long 2 Panels Set (x4),$43.99,https://www.amazon.com/gp/css/summary/print.html?orderID=111-3945147-6634655,N,Personal - home
2023-11-16,RYB HOME Linen Sheer Curtains for Living Room 52x108 inch 2 Panels (x4),$28.95,https://www.amazon.com/gp/css/summary/print.html?orderID=111-3945147-6634655,N,Personal - home
2023-11-16,Saiyin Bluetooth Bookshelf Speakers 40W X 2 Powered TV Speakers,$71.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-8027364-3447442,N,Personal - entertainment
2023-11-25,Armor All Car Cleaning Wash All Purpose Car Wash Soap 1 Gallon,$12.33,https://www.amazon.com/gp/css/summary/print.html?orderID=112-0425446-6553000,N,Personal - auto
2023-11-25,Craftsman Electric Pressure Washer Cold Water 1700-PSI,$109.00,https://www.amazon.com/gp/css/summary/print.html?orderID=112-2420827-2900268,N,Personal - home
2023-11-26,Trader Joe's Limit Edition Cookie Mug Hangers 5.47oz (Two Boxes),$20.45,https://www.amazon.com/gp/css/summary/print.html?orderID=111-2806800-7281809,N,Personal - food
2023-11-27,SH90 Replacement Heads for Philips Norelco Shaver Series 9000,$18.36,https://www.amazon.com/gp/css/summary/print.html?orderID=111-7978077-3618655,N,Personal - grooming
2023-11-27,NY Threads Luxurious Mens Shawl Collar Fleece Bath Robe Black,$26.99,https://www.amazon.com/gp/css/summary/print.html?orderID=111-7978077-3618655,N,Personal - clothing
2023-12-02,Rain Guard Water Sealers Concrete Sealer Penetrating 1 Gallon,$30.00,https://www.amazon.com/gp/css/summary/print.html?orderID=112-6749992-6889040,N,Personal - home
2023-12-03,FLIR ONE Gen 3 iOS Thermal Camera for Smart Phones,$179.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-3304203-5919404,N,Personal
2023-12-06,Paper Towel Holders Wall Mount Under Cabinet SUS304 Stainless (x2),$13.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-3873916-8706622,N,Personal - home
2023-12-09,Bedsure Queen Comforter Duvet Insert Quilted White,$26.88,https://www.amazon.com/gp/css/summary/print.html?orderID=114-9038865-7509829,N,Personal - home
2023-12-09,ECOCOTT 3 Pieces Duvet Cover Set Queen 100% Washed Cotton,$65.98,https://www.amazon.com/gp/css/summary/print.html?orderID=114-9038865-7509829,N,Personal - home
