Date,Description,Amount,Source,Balance,Notes
2022-06-08,Purchase - Sunbelt Rentals 14 Fillmore CA,-2000.00,063022 WellsFargo.pdf,,
2022-06-08,Pwp Amzn Mktp U Privacycom,-42.89,063022 WellsFargo.pdf,211315.60,
2022-06-09,Pwp Netflix.Com Privacycom,-15.49,063022 WellsFargo.pdf,,
2022-06-09,Pwp Amzn Mktp U Privacycom,-18.22,063022 WellsFargo.pdf,,
2022-06-09,Pwp Amazon.Com* Privacycom,-21.44,063022 WellsFargo.pdf,,
2022-06-09,So Cal Gas Paid,-36.15,063022 WellsFargo.pdf,,
2022-06-09,Pwp Amazon.Com* Privacycom,-87.12,063022 WellsFargo.pdf,,
2022-06-09,So Cal Edison CO Bill Paymt,-202.27,063022 WellsFargo.pdf,,
2022-06-09,Pwp Heroku Apr- Privacycom,-273.70,063022 WellsFargo.pdf,,
2022-06-09,Business to Business ACH Debit - Lowes Brc CC Lowtelpay,-1063.93,063022 WellsFargo.pdf,209597.28,
2022-06-10,Purchase - Apple.Com/Bill 866-712-7753 CA,-102.97,063022 WellsFargo.pdf,,
2022-06-10,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-4.99,063022 WellsFargo.pdf,,
2022-06-10,Purchase - Tesla_US_Service 877-7983752 CA,-1483.30,063022 WellsFargo.pdf,,
2022-06-10,Purchase - Ush Parking Rc Universal Cit CA,-10.00,063022 WellsFargo.pdf,,
2022-06-10,Zelle to Juan,-55.00,063022 WellsFargo.pdf,,
2022-06-10,Pwp Amazon Tips Privacycom,-7.00,063022 WellsFargo.pdf,,
2022-06-10,Pwp Amzn Mktp U Privacycom,-16.08,063022 WellsFargo.pdf,,
2022-06-10,Chase Credit Crd Epay,-2318.49,063022 WellsFargo.pdf,,
2022-06-10,Pwp Heroku May- Privacycom,-145.80,063022 WellsFargo.pdf,,
2022-06-10,Wells Fargo Auto Fee & Pmts,-602.00,063022 WellsFargo.pdf,204851.65,
2022-06-13,Non-WF ATM Balance Inquiry Fee,-2.50,063022 WellsFargo.pdf,,
2022-06-13,WT Fed - Jpmorgan Chase Ban - Popstand Inc,5000.00,063022 WellsFargo.pdf,,
2022-06-13,Wire Trans Svc Charge,-15.00,063022 WellsFargo.pdf,,
2022-06-13,Purchase - Tst* Dongpo Kitche Universal Cit CA,-113.97,063022 WellsFargo.pdf,,
2022-06-13,Purchase - Uber Eats Help.Uber.Com CA,-132.74,063022 WellsFargo.pdf,,
2022-06-13,Recurring Payment - Tesla Inc. Palo Alto CA,-9.99,063022 WellsFargo.pdf,,
2022-06-13,Non-WF ATM Withdrawal - 1515 S. LA Brea Avenue Los Angeles CA,-102.50,063022 WellsFargo.pdf,,
2022-06-13,Non-Wells Fargo ATM Transaction Fee,-2.50,063022 WellsFargo.pdf,,
2022-06-13,Purchase - Tesla Inc Supercha 877-7983752 CA,-17.40,063022 WellsFargo.pdf,,
2022-06-13,Zelle to Everardo,-180.00,063022 WellsFargo.pdf,,
2022-06-13,Stash Capital (S ACH,-1.00,063022 WellsFargo.pdf,,
2022-06-13,Pwp Amazon Tips Privacycom,-7.00,063022 WellsFargo.pdf,,
2022-06-13,Pwp Amzn Mktp U Privacycom,-10.71,063022 WellsFargo.pdf,,
2022-06-13,Pwp Google *Dom Privacycom,-76.00,063022 WellsFargo.pdf,,
2022-06-13,Pwp Amazon.Com* Privacycom,-135.87,063022 WellsFargo.pdf,209044.47,
2022-06-14,Purchase - Chargepoint 30 Campbell CA,-0.89,063022 WellsFargo.pdf,,
2022-06-14,Purchase - Apple.Com/Bill 866-712-7753 CA,-79.98,063022 WellsFargo.pdf,,
2022-06-14,Purchase - Manhattan Beach PA Manhattan Bea CA,-2.00,063022 WellsFargo.pdf,,
2022-06-14,Business to Business ACH Debit - Truebill Premium,-7.00,063022 WellsFargo.pdf,,
2022-06-14,Pwp Amazon.Com* Privacycom,-23.19,063022 WellsFargo.pdf,,
2022-06-14,Pwp Amazon.Com* Privacycom,-118.81,063022 WellsFargo.pdf,208812.60,
2022-06-15,Popstand Inc Payroll,2210.83,063022 WellsFargo.pdf,,
2022-06-15,Gusto Pay 222965,6567.47,063022 WellsFargo.pdf,,
2022-06-15,Purchase - 12. Manhattan Beac Manhattan Bea CA,-142.90,063022 WellsFargo.pdf,,
2022-06-15,Purchase - Manhattan Beach PA Manhattan Bea CA,-2.00,063022 WellsFargo.pdf,,
2022-06-15,Pwp Amazon Tips Privacycom,-7.00,063022 WellsFargo.pdf,,
2022-06-15,Pwp Amzn Mktp U Privacycom,-8.47,063022 WellsFargo.pdf,,
2022-06-15,Pwp Amazon.Com* Privacycom,-71.25,063022 WellsFargo.pdf,217359.28,
2022-06-16,Purchase Return - Sunbelt Rentals 14 Fillmore CA,890.29,063022 WellsFargo.pdf,,
2022-06-16,Purchase - ATT* Bill Payment 800-331-0500 TX,-137.47,063022 WellsFargo.pdf,,
2022-06-16,Purchase - Apple.Com/Bill 866-712-7753 CA,-2.99,063022 WellsFargo.pdf,,
2022-06-16,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-9.99,063022 WellsFargo.pdf,,
2022-06-16,Purchase - Patagonia-Ventura Ventura CA,-396.52,063022 WellsFargo.pdf,,
2022-06-16,Purchase - Wholefds Oxn #1031 Oxnard CA,-22.68,063022 WellsFargo.pdf,217679.92,
2022-06-17,Purchase - Uber Trip Help.Uber.Com CA,-54.26,063022 WellsFargo.pdf,,
2022-06-17,Purchase - Pedalers Fork Bike Calabasas CA,-4046.03,063022 WellsFargo.pdf,,
2022-06-17,Purchase - Apple.Com/Bill 866-712-7753 CA,-17.98,063022 WellsFargo.pdf,,
2022-06-17,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-4.99,063022 WellsFargo.pdf,,
2022-06-17,Purchase - Sp Iron and Resin 180-56289020 CA,-36.64,063022 WellsFargo.pdf,,
2022-06-17,Pwp Amazon.Com* Privacycom,-111.89,063022 WellsFargo.pdf,213408.13,
2022-06-21,WT Fed - Jpmorgan Chase Ban - Popstand Inc,3000.00,063022 WellsFargo.pdf,,
2022-06-21,Wire Trans Svc Charge,-15.00,063022 WellsFargo.pdf,,
2022-06-21,Purchase - Pedalers Fork Bike Calabasas CA,-5256.00,063022 WellsFargo.pdf,,
2022-06-21,Purchase - Dargans Irish Pub Ventura CA,-312.00,063022 WellsFargo.pdf,,
2022-06-21,Purchase - Ubr Postmates Help.Uber.Com CA,-31.19,063022 WellsFargo.pdf,,
2022-06-21,Purchase - Uber Trip Help.Uber.Com CA,-77.59,063022 WellsFargo.pdf,,
2022-06-21,Purchase - Uber Eats Help.Uber.Com CA,-81.07,063022 WellsFargo.pdf,,
2022-06-21,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-2.99,063022 WellsFargo.pdf,,
2022-06-21,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-2.99,063022 WellsFargo.pdf,,
2022-06-21,Purchase - Fandango 8668575191 CA,-36.16,063022 WellsFargo.pdf,,
2022-06-21,Purchase - Fandango 8668575191 CA,-50.76,063022 WellsFargo.pdf,,
2022-06-21,Purchase - Ipic Westwood WWW.Ipic.Com FL,-43.50,063022 WellsFargo.pdf,,
2022-06-21,Pwp Amazon Tips Privacycom,-7.00,063022 WellsFargo.pdf,,
2022-06-21,Pwp Amazon Tips Privacycom,-7.00,063022 WellsFargo.pdf,,
2022-06-21,Pwp Amazon Tips Privacycom,-7.00,063022 WellsFargo.pdf,,
2022-06-21,Pwp Blink Privacycom,-10.00,063022 WellsFargo.pdf,,
2022-06-21,Pwp Amazon.Com* Privacycom,-114.89,063022 WellsFargo.pdf,,
2022-06-21,Pwp Amazon.Com* Privacycom,-116.25,063022 WellsFargo.pdf,,
2022-06-21,Chase Credit Crd Epay,-2500.28,063022 WellsFargo.pdf,,
2022-06-21,Pwp Amzn Mktp U Privacycom,-395.75,063022 WellsFargo.pdf,207340.71,
2022-06-22,Purchase - Apple.Com/Bill 866-712-7753 CA,-34.98,063022 WellsFargo.pdf,,
2022-06-22,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-9.99,063022 WellsFargo.pdf,,
2022-06-22,Pwp Amazon.Com* Privacycom,-82.01,063022 WellsFargo.pdf,207213.73,
2022-06-23,Purchase - Ipic Westwood - Ci Los Angeles CA,-75.01,063022 WellsFargo.pdf,,
2022-06-23,Pwp Amazon Tips Privacycom,-5.00,063022 WellsFargo.pdf,,
2022-06-23,Business to Business ACH Debit - Lowes Brc CC Lowtelpay,-1851.86,063022 WellsFargo.pdf,,
2022-06-23,Wells Fargo Auto Fee & Pmts,-602.00,063022 WellsFargo.pdf,204679.86,
2022-06-24,Purchase - Adidas US Online S 800-9829337 OR,-246.68,063022 WellsFargo.pdf,,
2022-06-24,Recurring Payment - Turf Exchange Inc,-1865.47,063022 WellsFargo.pdf,,
2022-06-24,Zelle to Ed,-1200.00,063022 WellsFargo.pdf,,
2022-06-24,Zelle to Juan,-55.00,063022 WellsFargo.pdf,,
2022-06-24,Pwp Amzn Mktp U Privacycom,-113.65,063022 WellsFargo.pdf,201199.06,
2022-06-27,WT Fed - Jpmorgan Chase Ban - Popstand Inc,5000.00,063022 WellsFargo.pdf,,
2022-06-27,Wire Trans Svc Charge,-15.00,063022 WellsFargo.pdf,,
2022-06-27,Purchase - Apple.Com/Bill 866-712-7753 CA,-99.98,063022 WellsFargo.pdf,,
2022-06-27,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-15.99,063022 WellsFargo.pdf,,
2022-06-27,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-9.99,063022 WellsFargo.pdf,,
2022-06-27,Zelle to Everardo,-700.00,063022 WellsFargo.pdf,,
2022-06-27,Pwp Amzn Mktp U Privacycom,-19.29,063022 WellsFargo.pdf,,
2022-06-27,Pwp Amzn Mktp U Privacycom,-34.09,063022 WellsFargo.pdf,,
2022-06-27,Pwp Amzn Mktp U Privacycom,-46.46,063022 WellsFargo.pdf,,
2022-06-27,Pwp Amazon.Com* Privacycom,-51.36,063022 WellsFargo.pdf,,
2022-06-27,Pwp Amzn Mktp U Privacycom,-52.52,063022 WellsFargo.pdf,,
2022-06-27,Pwp Amazon.Com* Privacycom,-125.28,063022 WellsFargo.pdf,,
2022-06-27,Venmo Payment,-1850.00,063022 WellsFargo.pdf,,
2022-06-27,Chase Credit Crd Epay,-2403.26,063022 WellsFargo.pdf,200775.84,
2022-06-28,Zelle to Ed,-295.00,063022 WellsFargo.pdf,,
2022-06-28,Pwp Amazon Tips Privacycom,-7.00,063022 WellsFargo.pdf,,
2022-06-28,Pwp Amzn Mktp U Privacycom,-28.95,063022 WellsFargo.pdf,,
2022-06-28,Pwp Amzn Mktp U Privacycom,-78.70,063022 WellsFargo.pdf,,
2022-06-28,Pwp Amazon.Com* Privacycom,-146.37,063022 WellsFargo.pdf,200219.82,
2022-06-29,Purchase - Uber Eats Help.Uber.Com CA,-85.31,063022 WellsFargo.pdf,,
2022-06-29,Pwp Slack T0265 Privacycom,-8.00,063022 WellsFargo.pdf,,
2022-06-29,Pwp Amazon.Com* Privacycom,-15.22,063022 WellsFargo.pdf,,
2022-06-29,Business to Business ACH Debit - Lowes Brc CC Lowtelpay,-406.48,063022 WellsFargo.pdf,199704.81,
2022-06-30,Gusto Pay 678102,5204.61,063022 WellsFargo.pdf,,
2022-06-30,Purchase - Best Buy #112 Thousand Oaks CA,-1412.65,063022 WellsFargo.pdf,,
2022-06-30,ATM Withdrawal - 220 N Moorpark Rd Thousand Oaks CA,-1000.00,063022 WellsFargo.pdf,,
2022-06-30,Pwp Amazon Tips Privacycom,-7.00,063022 WellsFargo.pdf,,
2022-06-30,Pwp Amazon.Com* Privacycom,-110.11,063022 WellsFargo.pdf,,
2022-06-30,Interest Payment,1.70,063022 WellsFargo.pdf,202381.36,
