Date,Description,Amount,Source,Balance,Notes
2022-03-08,WT Fed#05301 Jpmorgan Chase Ban /Org=Popstand Inc,7000.00,033122 WellsFargo.pdf,,
2022-03-08,Wire Trans Svc Charge - Sequence: 220308059737,-15.00,033122 WellsFargo.pdf,,
2022-03-08,Cinepolis CA - Web 877-363-4537 CA,-90.00,033122 WellsFargo.pdf,,
2022-03-08,The Stonehaus 818-8890230 CA,-28.43,033122 WellsFargo.pdf,,
2022-03-08,Recurring Payment authorized on 03/07 Apple.Com/Bill,-47.98,033122 WellsFargo.pdf,,
2022-03-08,Zelle to Everardo on 03/08 Ref #Rp0Qb2Dxsw,-600.00,033122 WellsFargo.pdf,,
2022-03-08,So Cal Edison CO Bill Paymt 220307,-36.86,033122 WellsFargo.pdf,,
2022-03-08,Pwp Amzn Mktp U Privacycom TN: 2031172,-56.79,033122 WellsFargo.pdf,236321.83,
2022-03-09,Trader Joe's # 044 Granadahills CA,-3.99,033122 WellsFargo.pdf,236317.84,
2022-03-10,Apple.Com/Bill 866-712-7753 CA,-2.99,033122 WellsFargo.pdf,,
2022-03-10,Recurring Payment authorized on 03/09 Apple.Com/Bill,-4.99,033122 WellsFargo.pdf,,
2022-03-10,Pwp Netflix.Com Privacycom TN: 3604512,-15.49,033122 WellsFargo.pdf,,
2022-03-10,Pwp Amazon.Com* Privacycom TN: 8040779,-100.01,033122 WellsFargo.pdf,,
2022-03-10,Pwp WWW.Make.CO Privacycom TN: 1297598,-108.00,033122 WellsFargo.pdf,236086.36,
2022-03-11,Airbnb Hm95K4Trr2 Airbnb.Com CA,-505.70,033122 WellsFargo.pdf,,
2022-03-11,Purchase Bank Check OR Draft,-12912.00,033122 WellsFargo.pdf,,
2022-03-11,Pwp Heroku Feb- Privacycom TN: 7868517,-2.75,033122 WellsFargo.pdf,,
2022-03-11,Pwp Amazon Tips Privacycom TN: 8156457,-7.00,033122 WellsFargo.pdf,,
2022-03-11,Pwp Amazon.Com* Privacycom TN: 8899258,-116.95,033122 WellsFargo.pdf,,
2022-03-11,Business to Business ACH Debit - Lowes Brc CC,-675.37,033122 WellsFargo.pdf,221866.59,
2022-03-14,Erewhon Market Stuido City CA,-281.08,033122 WellsFargo.pdf,,
2022-03-14,Recurring Payment authorized on 03/11 Tesla Inc. Palo Alto CA,-9.99,033122 WellsFargo.pdf,,
2022-03-14,Sq *The Perch Pine Mountain CA,-115.00,033122 WellsFargo.pdf,,
2022-03-14,Zelle to Ed on 03/13 Ref #Pp0Qbbw6Hj,-3000.00,033122 WellsFargo.pdf,,
2022-03-14,Stash Capital (S ACH Mar 14,-1.00,033122 WellsFargo.pdf,,
2022-03-14,Pwp Amazon Tips Privacycom TN: 3310354,-7.00,033122 WellsFargo.pdf,,
2022-03-14,Business to Business ACH Debit - Truebill Premium,-7.00,033122 WellsFargo.pdf,,
2022-03-14,Pwp Amzn Mktp U Privacycom TN: 5333890,-95.73,033122 WellsFargo.pdf,218349.79,
2022-03-15,Popstand Inc Payroll 220315,2210.83,033122 WellsFargo.pdf,,
2022-03-15,Gusto Pay 339464 220315,5239.22,033122 WellsFargo.pdf,,
2022-03-15,Mimis Cafe (Valenc Santa Clarita CA,-42.74,033122 WellsFargo.pdf,,
2022-03-15,Pwp Amazon.Com* Privacycom TN: 5247502,-183.71,033122 WellsFargo.pdf,,
2022-03-15,So Cal Edison CO Bill Paymt 220314,-210.20,033122 WellsFargo.pdf,225363.19,
2022-03-16,Uber Trip Help.Uber.Com CA,-70.86,033122 WellsFargo.pdf,,
2022-03-16,Uber Trip Help.Uber.Com CA,-74.44,033122 WellsFargo.pdf,,
2022-03-16,Recurring Payment authorized on 03/15 ATT* Bill Payment,-121.27,033122 WellsFargo.pdf,,
2022-03-16,Recurring Payment authorized on 03/15 Apple.Com/Bill,-9.99,033122 WellsFargo.pdf,,
2022-03-16,Business to Business ACH Debit - Lowes Brc CC,-156.01,033122 WellsFargo.pdf,,
2022-03-16,Chase Credit Crd Epay 220315,-1454.86,033122 WellsFargo.pdf,,
2022-03-16,Pwp Heroku Jan- Privacycom TN: 2189020,-333.28,033122 WellsFargo.pdf,,
2022-03-16,Pwp Heroku Feb- Privacycom TN: 2657859,-351.34,033122 WellsFargo.pdf,222791.14,
2022-03-17,Pwp Amazon Tips Privacycom TN: 1048251,-10.00,033122 WellsFargo.pdf,,
2022-03-17,Pwp Amazon.Com* Privacycom TN: 9897830,-42.88,033122 WellsFargo.pdf,222738.26,
2022-03-18,WT Fed#06233 Jpmorgan Chase Ban /Org=Popstand Inc,5000.00,033122 WellsFargo.pdf,,
2022-03-18,WT Fed#08963 Jpmorgan Chase Ban /Org=Popstand Inc,6500.00,033122 WellsFargo.pdf,,
2022-03-18,Wire Trans Svc Charge - Sequence: 220318046837,-15.00,033122 WellsFargo.pdf,,
2022-03-18,Wire Trans Svc Charge - Sequence: 220318107970,-15.00,033122 WellsFargo.pdf,,
2022-03-18,Turf Exchange Inc 844-600-8873 CA,-36.81,033122 WellsFargo.pdf,,
2022-03-18,Wholefds Oxn #1031 Oxnard CA,-3.54,033122 WellsFargo.pdf,,
2022-03-18,Purchase Bank Check OR Draft,-3978.00,033122 WellsFargo.pdf,,
2022-03-18,Pwp Amazon.Com* Privacycom TN: 5863059,-98.73,033122 WellsFargo.pdf,,
2022-03-18,Business to Business ACH Debit - Lowes Brc CC,-255.27,033122 WellsFargo.pdf,229835.91,
2022-03-21,WT Fed#05407 Jpmorgan Chase Ban /Org=Popstand Inc,2000.00,033122 WellsFargo.pdf,,
2022-03-21,Wire Trans Svc Charge - Sequence: 220321104599,-15.00,033122 WellsFargo.pdf,,
2022-03-21,Remitly* Kae8 WWW.Remitly.C WA,-197.99,033122 WellsFargo.pdf,,
2022-03-21,Recurring Payment authorized on 03/19 Apple.Com/Bill,-35.99,033122 WellsFargo.pdf,,
2022-03-21,Recurring Payment authorized on 03/19 Apple.Com/Bill,-2.99,033122 WellsFargo.pdf,,
2022-03-21,Recurring Payment authorized on 03/19 Apple.Com/Bill,-2.99,033122 WellsFargo.pdf,,
2022-03-21,LA Michoacana Azte Santa Paula CA,-4.99,033122 WellsFargo.pdf,,
2022-03-21,Wholefds Dla #1054 Los Angeles CA,-19.86,033122 WellsFargo.pdf,,
2022-03-21,Sq *Salt & Straw Los Angeles CA,-39.69,033122 WellsFargo.pdf,,
2022-03-21,Kiku Sushi Los Angeles CA,-93.03,033122 WellsFargo.pdf,,
2022-03-21,Pwp Amazon Tips Privacycom TN: 9108095,-7.00,033122 WellsFargo.pdf,,
2022-03-21,Pwp Google *Dom Privacycom TN: 7681054,-48.00,033122 WellsFargo.pdf,,
2022-03-21,Pwp Amazon.Com* Privacycom TN: 9115221,-170.53,033122 WellsFargo.pdf,,
2022-03-21,Wells Fargo Auto Fee & Pmts 032122,-534.60,033122 WellsFargo.pdf,230663.25,
2022-03-22,Apple.Com/Bill 866-712-7753 CA,-33.98,033122 WellsFargo.pdf,,
2022-03-22,Recurring Payment authorized on 03/21 Apple.Com/Bill,-9.99,033122 WellsFargo.pdf,,
2022-03-22,Uber Eats Help.Uber.Com CA,-55.65,033122 WellsFargo.pdf,,
2022-03-22,Pwp Amazon.Com* Privacycom TN: 7313253,-88.44,033122 WellsFargo.pdf,230475.19,
2022-03-23,WT Fed#06285 Jpmorgan Chase Ban /Org=Popstand Inc,2000.00,033122 WellsFargo.pdf,,
2022-03-23,Wire Trans Svc Charge - Sequence: 220323107658,-15.00,033122 WellsFargo.pdf,,
2022-03-23,Apple.Com/Bill 800-275-2273 CA,-74.99,033122 WellsFargo.pdf,,
2022-03-23,Pwp Amazon Tips Privacycom TN: 3749131,-7.00,033122 WellsFargo.pdf,,
2022-03-23,Pwp Google *Dom Privacycom TN: 1556455,-12.00,033122 WellsFargo.pdf,232366.20,
2022-03-24,WT Fed#05962 Jpmorgan Chase Ban /Org=Popstand Inc,2000.00,033122 WellsFargo.pdf,,
2022-03-24,Wire Trans Svc Charge - Sequence: 220324178062,-15.00,033122 WellsFargo.pdf,,
2022-03-24,Apple.Com/Bill 866-712-7753 CA,-74.99,033122 WellsFargo.pdf,,
2022-03-24,Pwp Amzn Mktp U Privacycom TN: 1627056,-38.58,033122 WellsFargo.pdf,,
2022-03-24,Pwp Amzn Mktp U Privacycom TN: 2767047,-84.67,033122 WellsFargo.pdf,,
2022-03-24,Business to Business ACH Debit - Lowes Brc CC,-951.33,033122 WellsFargo.pdf,233201.63,
2022-03-25,Pwp Amazon.Com* Privacycom TN: 5415490,-13.90,033122 WellsFargo.pdf,,
2022-03-25,Pwp Amazon.Com* Privacycom TN: 1748785,-109.62,033122 WellsFargo.pdf,233078.11,
2022-03-28,Apple.Com/Bill 866-712-7753 CA,-21.98,033122 WellsFargo.pdf,,
2022-03-28,Recurring Payment authorized on 03/26 Apple.Com/Bill,-9.99,033122 WellsFargo.pdf,,
2022-03-28,Rice Thai Cuisine Ventura CA,-65.49,033122 WellsFargo.pdf,,
2022-03-28,Iron and Resin 180-56289020 CA,-107.75,033122 WellsFargo.pdf,,
2022-03-28,Williams-Sonoma 0856 Thousand Oaks CA,-155.46,033122 WellsFargo.pdf,,
2022-03-28,Williams-Sonoma 0856 Thousand Oaks CA,-18.95,033122 WellsFargo.pdf,,
2022-03-28,Pho & Tea Thousand Oaks CA,-10.03,033122 WellsFargo.pdf,,
2022-03-28,Target 0001 Moorpark CA,-25.94,033122 WellsFargo.pdf,,
2022-03-28,Pwp Google *Dom Privacycom TN: 1464070,-6.00,033122 WellsFargo.pdf,,
2022-03-28,Pwp Amazon Tips Privacycom TN: 2025725,-7.00,033122 WellsFargo.pdf,,
2022-03-28,Pwp Amazon Tips Privacycom TN: 5797147,-7.00,033122 WellsFargo.pdf,,
2022-03-28,Pwp Amazon Tips Privacycom TN: 6903943,-7.00,033122 WellsFargo.pdf,,
2022-03-28,Pwp Amzn Mktp U Privacycom TN: 1653531,-11.42,033122 WellsFargo.pdf,,
2022-03-28,Pwp Google *Dom Privacycom TN: 5238531,-24.00,033122 WellsFargo.pdf,,
2022-03-28,Pwp Amzn Mktp U Privacycom TN: 5595099,-41.09,033122 WellsFargo.pdf,,
2022-03-28,Pwp Amazon.Com* Privacycom TN: 5123700,-86.77,033122 WellsFargo.pdf,,
2022-03-28,Pwp Amazon.Com* Privacycom TN: 1576788,-121.35,033122 WellsFargo.pdf,,
2022-03-28,Chase Credit Crd Epay 220327,-1578.76,033122 WellsFargo.pdf,230772.13,
2022-03-29,WT Fed#05374 Jpmorgan Chase Ban /Org=Popstand Inc,2000.00,033122 WellsFargo.pdf,,
2022-03-29,Wire Trans Svc Charge - Sequence: 220329061624,-15.00,033122 WellsFargo.pdf,,
2022-03-29,Uber *Trip Help.Ub 800-5928996 CA,-83.81,033122 WellsFargo.pdf,,
2022-03-29,Wholefds Val 101 24130 VA Santa Clarita CA,-7.04,033122 WellsFargo.pdf,232666.28,
2022-03-30,Uber Trip Help.Uber.Com CA,-67.15,033122 WellsFargo.pdf,,
2022-03-30,Uber Trip Help.Uber.Com CA,-45.58,033122 WellsFargo.pdf,232553.55,
2022-03-31,Gusto Pay 742737 220331,5204.60,033122 WellsFargo.pdf,,
2022-03-31,Apple.Com/Bill 866-712-7753 CA,-47.95,033122 WellsFargo.pdf,,
2022-03-31,Geico *Auto 800-841-3000 DC,-200.98,033122 WellsFargo.pdf,,
2022-03-31,Wells Fargo Auto Fee & Pmts 033122,-602.00,033122 WellsFargo.pdf,,
2022-03-31,Interest Payment,1.95,033122 WellsFargo.pdf,236909.17,
2022-03-31,Ending Balance,,033122 WellsFargo.pdf,236909.17,
