Date,Description,Deposits,Withdrawals,Balance,Type,Category,Notes
2022-11-14,Purchase - Erewhon Market Stuido City CA,,32.0,,Debit,,
2022-11-14,Business to Business ACH Debit - Rocket Money Premium,,7.0,,Debit,,
2022-11-14,Pwp Amzn Mktp U Privacycom,,10.71,,Debit,,
2022-11-14,Pwp Heroku Oct- Privacycom,,98.2,,Debit,,
2022-11-14,Wells Fargo Auto Fee & Pmts,3000.0,,259215.77,Credit,,
2022-11-15,Purchase Return - Sunbelt Rentals 14 Fillmore CA,482.7,,,Credit,,
2022-11-15,Popstand Inc Payroll,2210.83,,,Credit,,
2022-11-15,Purchase - Apple.Com/Bill 800-275-2273 CA,,74.99,,Debit,,
2022-11-15,Purchase - Apple.Com/Bill 408-974-1010 CA,,7.99,,Debit,,
2022-11-15,Purchase - Pasadena Parking - Pasadena CA,,9.0,,Debit,,
2022-11-15,Stash Capital (S ACH,,3.0,,Debit,,
2022-11-15,Pwp Dnh*Godaddy Privacycom,,69.99,,Debit,,
2022-11-15,Pwp Google*Doma Privacycom,,84.0,261660.33,Debit,,
2022-11-16,Gusto Pay 387884,10816.27,,,Credit,,
2022-11-16,Purchase - Pymnts Dapper Online Gbr,,100.3,,Debit,,
2022-11-16,Purchase - Apple.Com/Bill 866-712-7753 CA,,3.99,,Debit,,
2022-11-16,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,,9.99,,Debit,,
2022-11-16,Pwp Amzn Mktp U Privacycom,,56.83,,Debit,,
2022-11-16,Business to Business ACH Debit - Lowes Brc CC Lowtelpay,,235.95,,Debit,,
2022-11-16,Pwp Amazon.Com* Privacycom,,536.24,271533.30,Debit,,
2022-11-17,Purchase - ATT* Bill Payment 800-331-0500 TX,,130.22,,Debit,,
2022-11-17,Recurring Payment - Apple.Com/Bill 408-974-1010 CA,,14.99,,Debit,,
2022-11-17,Purchase - Valentine Sweets Pasadena CA,,17.3,,Debit,,
2022-11-17,Pwp Amzn Mktp U Privacycom,,107.24,,Debit,,
2022-11-17,Pwp Amazon.Com* Privacycom,,129.02,271134.53,Debit,,
2022-11-18,Purchase - Uber Eats Help.Uber.Com CA,,147.05,,Debit,,
2022-11-18,Purchase - Sq *Salt & Straw Pasadena CA,,9.6,,Debit,,
2022-11-18,Pwp Amazon Tips Privacycom,,7.0,,Debit,,
2022-11-18,Pwp Blink Privacycom,,10.0,,Debit,,
2022-11-18,Pwp Dnh*Godaddy Privacycom,,90.14,,Debit,,
2022-11-18,Pwp Dnh*Godaddy Privacycom,,960.0,269910.74,Debit,,
2022-11-21,Purchase - Sushi Enya - Pasad Pasadena CA,,29.83,,Debit,,
2022-11-21,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,,2.99,,Debit,,
2022-11-21,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,,2.99,,Debit,,
2022-11-21,Purchase - Apple.Com/Bill 866-712-7753 CA,,74.99,,Debit,,
2022-11-21,Zelle to Ed,,240.0,,Debit,,
2022-11-21,Pwp Amazon Tips Privacycom,,7.0,,Debit,,
2022-11-21,Pwp Amazon.Com* Privacycom,,9.63,,Debit,,
2022-11-21,Pwp Dnh*Godaddy Privacycom,,11.99,,Debit,,
2022-11-21,Pwp Amazon.Com* Privacycom,,12.61,,Debit,,
2022-11-21,Pwp Amzn Mktp U Privacycom,,12.82,,Debit,,
2022-11-21,Pwp Amazon.Com* Privacycom,,12.84,,Debit,,
2022-11-21,Pwp Dnh*Godaddy Privacycom,,20.17,,Debit,,
2022-11-21,Pwp Amzn Mktp U Privacycom,,21.44,,Debit,,
2022-11-21,Pwp Amzn Mktp U Privacycom,,22.3,,Debit,,
2022-11-21,Pwp Amzn Mktp U Privacycom,,37.53,,Debit,,
2022-11-21,Pwp Amzn Mktp U Privacycom,,38.6,,Debit,,
2022-11-21,Pwp Amazon.Com* Privacycom,,128.98,,Debit,,
2022-11-21,Pwp Amzn Mktp U Privacycom,,146.38,269077.65,Debit,,
2022-11-22,WT Fed - Jpmorgan Chase Ban - Popstand Inc,400.0,,,Credit,,
2022-11-22,Wire Trans Svc Charge,,15.0,,Debit,,
2022-11-22,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,,29.99,,Debit,,
2022-11-22,Purchase - Target 0000 Pasadena CA,,25.77,,Debit,,
2022-11-22,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,,9.99,,Debit,,
2022-11-22,Purchase - Laz Parking 670600 Pasadena CA,,10.0,,Debit,,
2022-11-22,Zelle to Everardo,,450.0,,Debit,,
2022-11-22,Zelle to Damian,,773.37,,Debit,,
2022-11-22,Pwp Amazon.Com* Privacycom,,150.32,,Debit,,
2022-11-22,Venmo Payment,,160.0,267853.21,Debit,,
2022-11-23,WT Fed - Jpmorgan Chase Ban - Popstand Inc,3300.0,,,Credit,,
2022-11-23,Wire Trans Svc Charge,,15.0,,Debit,,
2022-11-23,Purchase - MI Piace Pasadena CA,,133.01,,Debit,,
2022-11-23,Pwp Amazon Tips Privacycom,,7.0,,Debit,,
2022-11-23,Pwp Amzn Mktp U Privacycom,,37.53,,Debit,,
2022-11-23,Pwp Amazon.Com* Privacycom,,158.08,270802.59,Debit,,
2022-11-25,WT Fed - Jpmorgan Chase Ban - Popstand Inc,5000.0,,,Credit,,
2022-11-25,Wire Trans Svc Charge,,15.0,,Debit,,
2022-11-25,Recurring Payment - Equinox Moto #701 866-332-6549 CA,,205.0,,Debit,,
2022-11-25,Zelle to Everardo,,3200.0,,Debit,,
2022-11-25,Chase Credit Crd Epay,,4128.58,,Debit,,
2022-11-25,Pwp Amazon Tips Privacycom,,7.0,,Debit,,
2022-11-25,Pwp Amazon.Com* Privacycom,,9.56,,Debit,,
2022-11-25,Pwp Amazon.Com* Privacycom,,50.87,268186.58,Debit,,
2022-11-28,Purchase - Vons #2442 Fillmore CA,,12.85,,Debit,,
2022-11-28,Purchase - Wholefds Oxn #1031 Oxnard CA,,8.92,,Debit,,
2022-11-28,Purchase - Tesla Inc Supercha 877-7983752 CA,,8.2,,Debit,,
2022-11-28,Purchase - Playstationnetwork 800-3457669 CA,,79.99,,Debit,,
2022-11-28,Purchase - Uber Eats Help.Uber.Com CA,,81.84,,Debit,,
2022-11-28,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,,15.99,,Debit,,
2022-11-28,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,,9.99,,Debit,,
2022-11-28,Purchase - Apple.Com/Bill 866-712-7753 CA,,74.99,,Debit,,
2022-11-28,Purchase - Apple.Com/Bill 800-275-2273 CA,,74.99,,Debit,,
2022-11-28,Purchase - McDonald's F10962 Fillmore CA,,10.48,,Debit,,
2022-11-28,Purchase - Tesla Inc Supercha 877-7983752 CA,,1.23,,Debit,,
2022-11-28,Purchase - Wholefds Oxn #1031 Oxnard CA,,39.0,,Debit,,
2022-11-28,Purchase - Tesla Inc Supercha 877-7983752 CA,,11.28,,Debit,,
2022-11-28,Purchase - Wholefds Lag 10406 Laguna Beach CA,,5.48,,Debit,,
2022-11-28,Purchase - Hobie Laguna Beach Laguna Beach CA,,214.42,,Debit,,
2022-11-28,Purchase - Sushi Laguna Laguna Beach CA,,78.12,,Debit,,
2022-11-28,Purchase - Mochi Beard Papa Irvine CA,,6.42,,Debit,,
2022-11-28,Purchase - Daiso LA02 Irvine Irvine CA,,92.67,,Debit,,
2022-11-28,Purchase - Tesla Inc Supercha 877-7983752 CA,,31.35,,Debit,,
2022-11-28,Purchase - Cvs/Pharmacy #0949 Irvine CA,,7.83,,Debit,,
2022-11-28,Purchase - Lowe's #3170 Thousand Oaks CA,,25.59,,Debit,,
2022-11-28,Purchase - Wholefds Oks 10204 Thousand Oaks CA,,27.91,,Debit,,
2022-11-28,Purchase - Tesla Inc Supercha 877-7983752 CA,,11.55,,Debit,,
2022-11-28,Pwp Amazon Tips Privacycom,,5.0,,Debit,,
2022-11-28,Venmo Payment,,123.6,,Debit,,
2022-11-28,Pwp Amazon Prim Privacycom,,149.08,266977.81,Debit,,
2022-11-29,Purchase - Apple Store #R154 Thousand Oaks CA,,543.71,,Debit,,
2022-11-29,Purchase - Wholefds Arr 10237 Pasadena CA,,17.67,,Debit,,
2022-11-29,Business to Business ACH Debit - Lowes Brc CC Lowtelpay,,232.67,266183.76,Debit,,
2022-11-30,Gusto Pay 634770,10816.26,,,Credit,,
2022-11-30,Recurring Payment - Audible*Hw0Z67IL2 Amzn.Com/Bill NJ,,14.95,,Debit,,
2022-11-30,Purchase - Tesla Inc Supercha 877-7983752 CA,,9.01,,Debit,,
2022-11-30,Purchase - Wholefds Val 10178 Santa Clarita CA,,133.5,,Debit,,
2022-11-30,Pwp Amzn Mktp U Privacycom,,21.44,,Debit,,
2022-11-30,Pwp Amazon.Com* Privacycom,,66.95,,Debit,,
2022-11-30,Interest Payment,2.2,,276756.37,Credit,,
