Date,Description,Deposits,Withdrawals,Balance,Type,Category,Notes
2022-05-09,Purchase - Wholefds Bbk#10545 Burbank CA,,21.25,,Debit,,
2022-05-09,Purchase - Wholefds Bbk#10545 Burbank CA,,3.54,,Debit,,
2022-05-09,Purchase - Tesla Inc Supercha 877-7983752 CA,,14.08,,Debit,,
2022-05-09,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,,47.98,,Debit,,
2022-05-09,Purchase - Wholefds Oxn #1031 Oxnard CA,,27.25,,Debit,,
2022-05-09,Purchase - Apple.Com/Bill 866-712-7753 CA,,43.95,,Debit,,
2022-05-09,Purchase - Uber Eats Help.Uber.Com CA,,48.9,,Debit,,
2022-05-09,Purchase - Ethan Allen - Ventur 4 Ventura CA,,69.92,,Debit,,
2022-05-09,Purchase - Rumfish Y Vino Ventura CA,,305.37,,Debit,,
2022-05-09,Pwp Google Doma Privacycom,,6.0,,Debit,,
2022-05-09,Pwp Amazon Tips Privacycom,,7.0,,Debit,,
2022-05-09,Pwp Amazon Tips Privacycom,,10.0,,Debit,,
2022-05-09,Pwp Netflix.Com Privacycom,,15.49,,Debit,,
2022-05-09,Pwp Amzn Mktp U Privacycom,,57.88,,Debit,,
2022-05-09,Pwp Amazon.Com* Privacycom,,186.78,,Debit,,
2022-05-09,Business to Business ACH Debit - Lowes Brc CC Lowtelpay,,421.18,202493.41,Debit,,
2022-05-10,Purchase - Uber Trip Help.Uber.Com CA,,58.17,,Debit,,
2022-05-10,Purchase - Tesla Inc Supercha 877-7983752 CA,,6.24,,Debit,,
2022-05-10,Recurring Payment - Apple.Com/Bill 408-974-1010 CA,,4.99,,Debit,,
2022-05-10,So Cal Edison CO Bill Paymt,,213.78,202210.23,Debit,,
2022-05-11,Purchase - Apple.Com/Bill 866-712-7753 CA,,78.98,,Debit,,
2022-05-11,Purchase - Tesla Inc Supercha 877-7983752 CA,,1.74,,Debit,,
2022-05-11,Purchase - Tesla Inc Supercha 877-7983752 CA,,12.95,,Debit,,
2022-05-11,Pwp Amazon.Com* Privacycom,,19.29,,Debit,,
2022-05-11,Pwp Amzn Mktp U Privacycom,,24.66,,Debit,,
2022-05-11,Pwp Amzn Mktp U Privacycom,,52.45,,Debit,,
2022-05-11,Business to Business ACH Debit - Lowes Brc CC Lowtelpay,,358.86,201661.30,Debit,,
2022-05-12,Purchase - Parkreceipts.Com - 866-366-8391 TX,,10.22,,Debit,,
2022-05-12,Purchase - Brera Ristorante 213-5538006 CA,,152.49,,Debit,,
2022-05-12,Purchase - Apple.Com/Bill 866-712-7753 CA,,79.98,,Debit,,
2022-05-12,Recurring Payment - Tesla Inc. Palo Alto CA,,9.99,,Debit,,
2022-05-12,Stash Capital (S ACH,,1.0,201407.62,Debit,,
2022-05-13,Popstand Inc Payroll,2210.83,,,Credit,,
2022-05-13,Gusto Pay 286572,5204.6,,,Credit,,
2022-05-13,Purchase - Sq *Joey Woodland Woodland Hill CA,,95.18,,Debit,,
2022-05-13,Purchase - Erewhon Market Stuido City CA,,145.51,,Debit,,
2022-05-13,Pwp Amazon.Com Privacycom,,47.14,,Debit,,
2022-05-13,Pwp Amazon.Com Privacycom,,65.69,208469.53,Debit,,
2022-05-16,Purchase - Apple.Com/Bill 800-275-2273 CA,,7.98,,Debit,,
2022-05-16,Purchase - Wholefds Val 10178 Santa Clarita CA,,66.26,,Debit,,
2022-05-16,Purchase - Wholefds Val 10178 Santa Clarita CA,,117.91,,Debit,,
2022-05-16,Purchase - Ush Parking Rc Universal Cit CA,,10.0,,Debit,,
2022-05-16,Purchase - Hot Topic 0248 Universal Ci CA,,162.52,,Debit,,
2022-05-16,Zelle to Cousineau Mark D,,1500.0,,Debit,,
2022-05-16,Business to Business ACH Debit - Truebill Premium,,7.0,,Debit,,
2022-05-16,Pwp Hivelocity Privacycom,,80.19,206517.67,Debit,,
2022-05-17,Purchase - Apple.Com/Bill 866-712-7753 CA,,74.99,,Debit,,
2022-05-17,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,,9.99,,Debit,,
2022-05-17,Purchase - ATT* Bill Payment 800-331-0500 TX,,123.16,,Debit,,
2022-05-17,Purchase - Erewhon Market Stuido City CA,,4.99,,Debit,,
2022-05-17,Purchase - Tesla Inc Supercha 877-7983752 CA,,4.06,,Debit,,
2022-05-17,Pwp Amazon.Com* Privacycom,,94.1,,Debit,,
2022-05-17,Pwp Quicknode A Privacycom,,99.0,,Debit,,
2022-05-17,Pwp Amazon.Com* Privacycom,,123.76,205983.62,Debit,,
2022-05-18,Purchase - Apple.Com/Bill 866-712-7753 CA,,12.99,,Debit,,
2022-05-18,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,,4.99,,Debit,,
2022-05-18,Pwp Amazon Tips Privacycom,,7.0,,Debit,,
2022-05-18,Pwp Amzn Mktp U Privacycom,,8.57,,Debit,,
2022-05-18,Pwp Blink Privacycom,,10.0,,Debit,,
2022-05-18,Pwp Amazon.Com* Privacycom,,173.73,205766.34,Debit,,
2022-05-19,Purchase - Apple.Com/Bill 408-974-1010 CA,,79.98,,Debit,,
2022-05-19,Purchase - Laz Parking 670600 Pasadena CA,,10.0,,Debit,,
2022-05-19,Pwp Amazon Tips Privacycom,,7.0,,Debit,,
2022-05-19,Pwp Amazon.Com* Privacycom,,75.3,205594.06,Debit,,
2022-05-20,Pwp Amzn Mktp U Privacycom,20.95,,,Credit,,
2022-05-20,Purchase - Tst* Sushi Roku - Pasadena CA,,169.32,,Debit,,
2022-05-20,Purchase - Geico *Auto 800-841-3000 DC,,195.99,,Debit,,
2022-05-20,Purchase - Apple.Com/Bill 866-712-7753 CA,,5.98,,Debit,,
2022-05-20,Recurring Payment - Apple.Com/Bill 408-974-1010 CA,,2.99,,Debit,,
2022-05-20,Purchase - Tst* Cafe Gratitud Los Angeles CA,,110.28,,Debit,,
2022-05-20,Purchase - Tst* Cafe Gratitud Los Angeles CA,,15.47,,Debit,,
2022-05-20,Purchase - Tesla Inc Supercha 877-7983752 CA,,29.58,,Debit,,
2022-05-20,Purchase - Laz Pkg 670235Clov Glendale CA,,4.0,,Debit,,
2022-05-20,Pwp Amazon Tips Privacycom,,5.0,,Debit,,
2022-05-20,Pwp Amazon.Com* Privacycom,,109.7,204966.70,Debit,,
2022-05-23,Purchase - Apple Store #R451 Glendale CA,,65.05,,Debit,,
2022-05-23,Purchase - Uber Eats Help.Uber.Com CA,,59.47,,Debit,,
2022-05-23,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,,29.99,,Debit,,
2022-05-23,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,,9.99,,Debit,,
2022-05-23,Zelle to Ed,,150.0,,Debit,,
2022-05-23,Zelle to Elhaj Rami,,1000.0,,Debit,,
2022-05-23,Purchase - Uber Eats Help.Uber.Com CA,,68.48,,Debit,,
2022-05-23,Zelle to Ed,,400.0,,Debit,,
2022-05-23,Pwp Amazon Tips Privacycom,,7.0,,Debit,,
2022-05-23,Pwp Amazon.Com* Privacycom,,14.5,,Debit,,
2022-05-23,Pwp Amazon.Com* Privacycom,,38.14,203124.08,Debit,,
2022-05-24,Purchase - Uber Eats Help.Uber.Com CA,,61.07,,Debit,,
2022-05-24,Purchase - Tesla Inc Supercha Tesla.Com CA,,3.48,,Debit,,
2022-05-24,Purchase - Wholefds Val 10178 Santa Clarita CA,,128.99,,Debit,,
2022-05-24,Purchase - Tesla Inc Supercha 877-7983752 CA,,12.04,,Debit,,
2022-05-24,Purchase - Tesla Inc Supercha Tesla.Com CA,,9.66,,Debit,,
2022-05-24,Pwp Amazon Tips Privacycom,,7.0,,Debit,,
2022-05-24,Pwp Amazon.Com* Privacycom,,25.9,,Debit,,
2022-05-24,Business to Business ACH Debit - Lowes Brc CC Lowtelpay,,237.73,202638.21,Debit,,
2022-05-25,Purchase - The Drugstore Cafe Las Vegas NV,,23.39,202614.82,Debit,,
2022-05-26,Non-WF ATM Balance Inquiry Fee,,2.5,,Debit,,
2022-05-26,Purchase - Uber Trip Help.Uber.Com CA,,31.58,,Debit,,
2022-05-26,Purchase - Uber Trip Help.Uber.Com CA,,15.07,,Debit,,
2022-05-26,Purchase - Apple.Com/Bill 800-275-2273 CA,,10.98,,Debit,,
2022-05-26,Non-WF ATM Withdrawal - 3131 Las Vegas Blvd So Las Vegas NV,,506.99,,Debit,,
2022-05-26,Non-Wells Fargo ATM Transaction Fee,,2.5,,Debit,,
2022-05-26,Chase Credit Crd Epay,,1728.98,200316.22,Debit,,
2022-05-27,Purchase Return - Wynn Las Vegas Spa 702-770-2540 NV,18.0,,,Credit,,
2022-05-27,Purchase - Wynn Las Vegas Spa 702-770-2540 NV,,576.0,,Debit,,
2022-05-27,Purchase - Allegro Restaurant 702-770-2540 NV,,137.05,,Debit,,
2022-05-27,Recurring Payment - Apple.Com/Bill 408-974-1010 CA,,15.99,,Debit,,
2022-05-27,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,,9.99,,Debit,,
2022-05-27,Purchase - Wholefds Lvb 10286 Las Vegas NV,,11.92,,Debit,,
2022-05-27,Purchase - Wholefds Lvb 10286 Las Vegas NV,,57.31,,Debit,,
2022-05-27,Purchase - Tesla Inc Supercha 877-7983752 CA,,9.88,,Debit,,
2022-05-27,Purchase - Tesla Inc Supercha 877-7983752 CA,,17.02,,Debit,,
2022-05-27,Purchase - Tesla Inc Supercha 877-7983752 CA,,16.77,,Debit,,
2022-05-27,Purchase - Erewhon Market Stuido City CA,,13.8,,Debit,,
2022-05-27,Pwp Amzn Mktp U Privacycom,,95.39,199373.10,Debit,,
2022-05-31,WT Fed - Jpmorgan Chase Ban - Popstand Inc,4000.0,,,Credit,,
2022-05-31,Gusto Pay 743813,5296.67,,,Credit,,
2022-05-31,Wire Trans Svc Charge,,15.0,,Debit,,
2022-05-31,Purchase - Wynn Las Vegas Hot Las Vegas NV,,1362.87,,Debit,,
2022-05-31,Purchase - Apple.Com/Bill 866-712-7753 CA,,79.98,,Debit,,
2022-05-31,Purchase - Apple.Com/Bill 866-712-7753 CA,,30.98,,Debit,,
2022-05-31,Purchase - Fillmore Car Wash Fillmore CA,,26.0,,Debit,,
2022-05-31,Purchase - Uber Eats Help.Uber.Com CA,,74.23,,Debit,,
2022-05-31,Purchase - Uber Eats Help.Uber.Com CA,,40.2,,Debit,,
2022-05-31,Purchase - Uber Eats Help.Uber.Com CA,,30.81,,Debit,,
2022-05-31,Purchase - Interstellar Santa Monica CA,,153.7,,Debit,,
2022-05-31,Purchase - City of Santa Moni Santa Monica CA,,8.5,,Debit,,
2022-05-31,Purchase - Apple.Com/Bill 866-712-7753 CA,,111.96,,Debit,,
2022-05-31,Purchase - Apple.Com/Bill 866-712-7753 CA,,74.99,,Debit,,
2022-05-31,Pwp Slack T0265 Privacycom,,3.21,,Debit,,
2022-05-31,Pwp Amazon.Com* Privacycom,,42.89,,Debit,,
2022-05-31,Pwp Amazon.Com* Privacycom,,116.68,,Debit,,
2022-05-31,Pwp Amazon.Com* Privacycom,,177.02,,Debit,,
2022-05-31,Pwp Amazon.Com* Privacycom,,209.88,,Debit,,
2022-05-31,Interest Payment,1.73,,206112.60,Credit,,
