Date,Description,Amount,Source,Balance,Notes
2022-07-06,Purchase - Pymnts Dapper Online Gbr,-295.04,073122 WellsFargo.pdf,,
2022-07-06,Purchase - Pymnts Dapper Online Gbr,-351.88,073122 WellsFargo.pdf,,
2022-07-06,Purchase - Uber Trip Help.Uber.Com CA,-60.61,073122 WellsFargo.pdf,,
2022-07-06,Purchase - Uber Eats Help.Uber.Com CA,-61.50,073122 WellsFargo.pdf,,
2022-07-06,So Cal Gas Paid,-43.00,073122 WellsFargo.pdf,,
2022-07-06,Chase Credit Crd Epay,-3338.37,073122 WellsFargo.pdf,195230.78,
2022-07-07,Purchase - Laz Parking 670600 Pasadena CA,-10.00,073122 WellsFargo.pdf,,
2022-07-07,Pwp Amazon.Com* Privacycom,-25.70,073122 WellsFargo.pdf,,
2022-07-07,Pwp Amazon.Com* Privacycom,-34.30,073122 WellsFargo.pdf,,
2022-07-07,Pwp Amazon.Com* Privacycom,-89.85,073122 WellsFargo.pdf,,
2022-07-07,Business to Business ACH Debit - Lowes Brc CC Lowtelpay,-347.33,073122 WellsFargo.pdf,194723.60,
2022-07-08,WT Fed - Jpmorgan Chase Ban - Popstand Inc,2500.00,073122 WellsFargo.pdf,,
2022-07-08,Wire Trans Svc Charge,-15.00,073122 WellsFargo.pdf,,
2022-07-08,Purchase - Tst* Sushi Roku - Pasadena CA,-119.83,073122 WellsFargo.pdf,,
2022-07-08,Purchase - Kumadori Sushi Glendale CA,-182.98,073122 WellsFargo.pdf,,
2022-07-08,Purchase - Kumadori Sushi Glendale CA,-3.86,073122 WellsFargo.pdf,,
2022-07-08,Pwp Amazon Tips Privacycom,-7.00,073122 WellsFargo.pdf,,
2022-07-08,Pwp Google*Doma Privacycom,-30.00,073122 WellsFargo.pdf,,
2022-07-08,Pwp Amzn Mktp U Privacycom,-44.34,073122 WellsFargo.pdf,,
2022-07-08,Pwp Amzn Mktp U Privacycom,-52.42,073122 WellsFargo.pdf,,
2022-07-08,Pwp Amazon.Com* Privacycom,-121.23,073122 WellsFargo.pdf,,
2022-07-08,Pwp Amzn Mktp U Privacycom,-164.07,073122 WellsFargo.pdf,196482.87,
2022-07-11,Purchase - Apple.Com/Bill 866-712-7753 CA,-51.97,073122 WellsFargo.pdf,,
2022-07-11,Recurring Payment - Apple.Com/Bill 408-974-1010 CA,-27.98,073122 WellsFargo.pdf,,
2022-07-11,Purchase - Google *Google Sto 855-836-3987 CA,-1.99,073122 WellsFargo.pdf,,
2022-07-11,Purchase - Uber Trip Help.Uber.Com CA,-58.62,073122 WellsFargo.pdf,,
2022-07-11,Recurring Payment - Apple.Com/Bill 408-974-1010 CA,-4.99,073122 WellsFargo.pdf,,
2022-07-11,Pwp Amazon Tips Privacycom,-10.00,073122 WellsFargo.pdf,,
2022-07-11,Pwp Amazon.Com* Privacycom,-11.19,073122 WellsFargo.pdf,,
2022-07-11,Pwp Amzn Mktp U Privacycom,-12.84,073122 WellsFargo.pdf,,
2022-07-11,Pwp Netflix.Com Privacycom,-15.49,073122 WellsFargo.pdf,,
2022-07-11,Pwp Amzn Mktp U Privacycom,-21.44,073122 WellsFargo.pdf,,
2022-07-11,Pwp Amzn Mktp U Privacycom,-65.41,073122 WellsFargo.pdf,,
2022-07-11,Pwp Amazon.Com* Privacycom,-105.77,073122 WellsFargo.pdf,,
2022-07-11,Pwp Amzn Mktp U Privacycom,-588.79,073122 WellsFargo.pdf,,
2022-07-11,Pwp Amazon.Com* Privacycom,-117.93,073122 WellsFargo.pdf,195388.46,
2022-07-12,Recurring Payment - Tesla Inc. Palo Alto CA,-9.99,073122 WellsFargo.pdf,,
2022-07-12,Stash Capital (S ACH,-1.00,073122 WellsFargo.pdf,,
2022-07-12,Pwp Amzn Mktp U Privacycom,-85.76,073122 WellsFargo.pdf,,
2022-07-12,So Cal Edison CO Bill Paymt,-270.23,073122 WellsFargo.pdf,,
2022-07-12,Pwp Amazon.Com* Privacycom,-338.81,073122 WellsFargo.pdf,194682.67,
2022-07-13,Pwp Amazon Tips Privacycom,-7.00,073122 WellsFargo.pdf,,
2022-07-13,Pwp Heroku Jun- Privacycom,-276.50,073122 WellsFargo.pdf,194399.17,
2022-07-14,WT Fed - Jpmorgan Chase Ban - Popstand Inc,6000.00,073122 WellsFargo.pdf,,
2022-07-14,Wire Trans Svc Charge,-15.00,073122 WellsFargo.pdf,,
2022-07-14,Business to Business ACH Debit - Truebill Premium,-7.00,073122 WellsFargo.pdf,,
2022-07-14,Pwp Amazon Tips Privacycom,-10.00,073122 WellsFargo.pdf,,
2022-07-14,Pwp Amzn Mktp U Privacycom,-37.53,073122 WellsFargo.pdf,,
2022-07-14,Pwp Heroku Jun- Privacycom,-117.09,073122 WellsFargo.pdf,200212.55,
2022-07-15,Popstand Inc Payroll,2210.83,073122 WellsFargo.pdf,,
2022-07-15,Gusto Pay 341872,38954.60,073122 WellsFargo.pdf,,
2022-07-15,Purchase - Apple.Com/Bill 866-712-7753 CA,-7.98,073122 WellsFargo.pdf,241370.00,
2022-07-18,Purchase - Apple.Com/Bill 866-712-7753 CA,-19.99,073122 WellsFargo.pdf,,
2022-07-18,Purchase - Apple.Com/Bill 866-712-7753 CA,-19.99,073122 WellsFargo.pdf,,
2022-07-18,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-9.99,073122 WellsFargo.pdf,,
2022-07-18,Purchase - Apple.Com/Bill 866-712-7753 CA,-16.98,073122 WellsFargo.pdf,,
2022-07-18,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-4.99,073122 WellsFargo.pdf,,
2022-07-18,Pwp Amazon Tips Privacycom,-7.00,073122 WellsFargo.pdf,,
2022-07-18,Pwp Blink Privacycom,-10.00,073122 WellsFargo.pdf,,
2022-07-18,Pwp Amazon.Com* Privacycom,-92.84,073122 WellsFargo.pdf,,
2022-07-18,Wells Fargo Auto Fee & Pmts,-1220.00,073122 WellsFargo.pdf,239968.22,
2022-07-19,WT Fed - Jpmorgan Chase Ban - Popstand Inc,2000.00,073122 WellsFargo.pdf,,
2022-07-19,Wire Trans Svc Charge,-15.00,073122 WellsFargo.pdf,,
2022-07-19,Pwp Amazon.Com* Privacycom,-2.05,073122 WellsFargo.pdf,,
2022-07-19,Pwp Amazon.Com* Privacycom,-11.66,073122 WellsFargo.pdf,,
2022-07-19,Pwp Amzn Mktp U Privacycom,-42.70,073122 WellsFargo.pdf,,
2022-07-19,Pwp Amzn Mktp U Privacycom,-450.44,073122 WellsFargo.pdf,241446.37,
2022-07-20,Recurring Payment - Apple.Com/Bill 408-974-1010 CA,-2.99,073122 WellsFargo.pdf,,
2022-07-20,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-2.99,073122 WellsFargo.pdf,,
2022-07-20,Pwp Amazon.Com* Privacycom,-2.40,073122 WellsFargo.pdf,,
2022-07-20,Pwp Amazon.Com* Privacycom,-106.49,073122 WellsFargo.pdf,241331.50,
2022-07-21,Purchase - Apple.Com/Bill 866-712-7753 CA,-74.99,073122 WellsFargo.pdf,,
2022-07-21,Pwp Amazon.Com* Privacycom,-48.85,073122 WellsFargo.pdf,,
2022-07-21,Pwp Amzn Mktp U Privacycom,-124.61,073122 WellsFargo.pdf,241083.05,
2022-07-22,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-29.99,073122 WellsFargo.pdf,,
2022-07-22,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-9.99,073122 WellsFargo.pdf,,
2022-07-22,Pwp Amazon Tips Privacycom,-7.00,073122 WellsFargo.pdf,241036.07,
2022-07-25,Purchase - Udemy: Online Cour Httpswww.Udem CA,-12.99,073122 WellsFargo.pdf,,
2022-07-25,Pwp Amazon Tips Privacycom,-5.00,073122 WellsFargo.pdf,,
2022-07-25,Pwp Amzn Mktp U Privacycom,-12.76,073122 WellsFargo.pdf,,
2022-07-25,Pwp Amazon.Com* Privacycom,-60.70,073122 WellsFargo.pdf,,
2022-07-25,Pwp Amazon.Com* Privacycom,-129.30,073122 WellsFargo.pdf,,
2022-07-25,Pwp Amazon.Com* Privacycom,-118.85,073122 WellsFargo.pdf,240696.47,
2022-07-26,WT Fed - Jpmorgan Chase Ban - Popstand Inc,3000.00,073122 WellsFargo.pdf,,
2022-07-26,Wire Trans Svc Charge,-15.00,073122 WellsFargo.pdf,,
2022-07-26,Purchase - Apple.Com/Bill 866-712-7753 CA,-39.97,073122 WellsFargo.pdf,243641.50,
2022-07-27,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-9.99,073122 WellsFargo.pdf,,
2022-07-27,Pwp Amazon Tips Privacycom,-7.00,073122 WellsFargo.pdf,,
2022-07-27,Pwp Amzn Mktp U Privacycom,-32.16,073122 WellsFargo.pdf,,
2022-07-27,Pwp Amazon.Com* Privacycom,-45.60,073122 WellsFargo.pdf,,
2022-07-27,Payment for Amz Storecard,102.80,073122 WellsFargo.pdf,243443.95,
2022-07-28,Purchase - Apple.Com/Bill 866-712-7753 CA,-74.99,073122 WellsFargo.pdf,,
2022-07-28,Pwp Amazon Tips Privacycom,-5.00,073122 WellsFargo.pdf,243363.96,
2022-07-29,Gusto Pay 937236,6454.61,073122 WellsFargo.pdf,,
2022-07-29,Pwp Slack T0265 Privacycom,-8.00,073122 WellsFargo.pdf,,
2022-07-29,Pwp Amazon.Com* Privacycom,-141.76,073122 WellsFargo.pdf,,
2022-07-29,Interest Payment,1.89,073122 WellsFargo.pdf,249670.70,
