Date,Description,Amount,Source,Balance,Notes
2022-12-13,Pwp Amazon.Com* Privacycom,-41.15,123122 WellsFargo.pdf,,
2022-12-13,Pwp Amazon.Com* Privacycom,-121.93,123122 WellsFargo.pdf,,
2022-12-13,So Cal Edison CO Bill Paymt,-326.73,123122 WellsFargo.pdf,269106.68,
2022-12-14,WT Fed - Jpmorgan Chase Ban - Popstand Inc,1000.00,123122 WellsFargo.pdf,,
2022-12-14,Wire Trans Svc Charge,-15.00,123122 WellsFargo.pdf,,
2022-12-14,Purchase - Uber Eats Help.Uber.Com CA,-82.37,123122 WellsFargo.pdf,,
2022-12-14,Purchase - Apple.Com/Bill 866-712-7753 CA,-11.98,123122 WellsFargo.pdf,,
2022-12-14,Business to Business ACH Debit - Rocket Money Premium,-7.00,123122 WellsFargo.pdf,,
2022-12-14,Pwp Dnh*Godaddy Privacycom,-20.17,123122 WellsFargo.pdf,,
2022-12-14,Pwp Amzn Mktp U Privacycom,-53.61,123122 WellsFargo.pdf,,
2022-12-14,Pwp Amzn Mktp U Privacycom,-106.89,123122 WellsFargo.pdf,269809.66,
2022-12-15,Popstand Inc Payroll,2210.83,123122 WellsFargo.pdf,,
2022-12-15,Gusto Pay 939018,17216.26,123122 WellsFargo.pdf,,
2022-12-15,Purchase - Apple.Com/Bill 866-712-7753 CA,-74.99,123122 WellsFargo.pdf,,
2022-12-15,Pwp Amzn Mktp U Privacycom,-42.01,123122 WellsFargo.pdf,,
2022-12-15,Pwp Amzn Mktp U Privacycom,-49.65,123122 WellsFargo.pdf,289070.10,
2022-12-16,Purchase - ATT* Bill Payment 800-331-0500 TX,-137.96,123122 WellsFargo.pdf,,
2022-12-16,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-10.99,123122 WellsFargo.pdf,,
2022-12-16,Pwp Dnh*Godaddy Privacycom,-20.17,123122 WellsFargo.pdf,,
2022-12-16,Pwp Amzn Mktp U Privacycom,-47.18,123122 WellsFargo.pdf,,
2022-12-16,Pwp Amazon.Com* Privacycom,-112.83,123122 WellsFargo.pdf,288740.97,
2022-12-19,Purchase - Uber Eats Help.Uber.Com CA,-127.74,123122 WellsFargo.pdf,,
2022-12-19,Purchase - Ls Downtown Santa 310-3938355 CA,-42.00,123122 WellsFargo.pdf,,
2022-12-19,Purchase - Sq *Stefano's Santa Monica CA,-20.60,123122 WellsFargo.pdf,,
2022-12-19,Purchase - Sq *Stefano's Santa Monica CA,-9.41,123122 WellsFargo.pdf,,
2022-12-19,Purchase - Rei #107 Santa Mon Santa Monica CA,-130.01,123122 WellsFargo.pdf,,
2022-12-19,Purchase - City of Santa Moni Santa Monica CA,-8.50,123122 WellsFargo.pdf,,
2022-12-19,Purchase - SSA Los Angeles Zo Los Angeles CA,-19.46,123122 WellsFargo.pdf,,
2022-12-19,Purchase - Tst* Milk Bar - ME Los Angeles CA,-46.80,123122 WellsFargo.pdf,,
2022-12-19,Purchase - Wholefds Oxn #1031 Oxnard CA,-10.99,123122 WellsFargo.pdf,,
2022-12-19,Purchase - Tesla Inc Supercha 877-7983752 CA,-9.43,123122 WellsFargo.pdf,,
2022-12-19,Purchase - Golf N' Stuff - Ventur Ventura CA,-29.00,123122 WellsFargo.pdf,,
2022-12-19,Purchase - Tesla Inc Supercha 877-7983752 CA,-13.20,123122 WellsFargo.pdf,,
2022-12-19,Purchase - Journeys 081956 Oxnard CA,-54.60,123122 WellsFargo.pdf,,
2022-12-19,Purchase - H&M0483 Pasadena CA,-74.94,123122 WellsFargo.pdf,,
2022-12-19,Purchase - Wholefds Arr 10237 Pasadena CA,-111.21,123122 WellsFargo.pdf,,
2022-12-19,Purchase - Uber Eats Help.Uber.Com CA,-61.48,123122 WellsFargo.pdf,,
2022-12-19,Pwp Amazon Tips Privacycom,-7.00,123122 WellsFargo.pdf,,
2022-12-19,Pwp Amazon Tips Privacycom,-7.00,123122 WellsFargo.pdf,,
2022-12-19,Pwp Blink Privacycom,-10.00,123122 WellsFargo.pdf,,
2022-12-19,Pwp Dnh*Godaddy Privacycom,-11.99,123122 WellsFargo.pdf,,
2022-12-19,Pwp Amzn Mktp U Privacycom,-23.58,123122 WellsFargo.pdf,,
2022-12-19,Pwp Amazon.Com* Privacycom,-24.64,123122 WellsFargo.pdf,,
2022-12-19,Pwp Amzn Mktp U Privacycom,-35.91,123122 WellsFargo.pdf,,
2022-12-19,Pwp Amazon.Com* Privacycom,-48.69,123122 WellsFargo.pdf,,
2022-12-19,Pwp Amazon.Com* Privacycom,-123.89,123122 WellsFargo.pdf,,
2022-12-19,Pwp Amzn Mktp U Privacycom,-158.41,123122 WellsFargo.pdf,,
2022-12-19,Chase Credit Crd Epay,-3603.36,123122 WellsFargo.pdf,283917.13,
2022-12-20,Purchase - Golf N' Stuff - Ve Ventura CA,-15.00,123122 WellsFargo.pdf,,
2022-12-20,Purchase - Rei #132 Oxnard Oxnard CA,-236.23,123122 WellsFargo.pdf,,
2022-12-20,Purchase - Urban Outfitter#13 Ventura CA,-146.40,123122 WellsFargo.pdf,,
2022-12-20,Purchase - Apple.Com/Bill 866-712-7753 CA,-3.99,123122 WellsFargo.pdf,,
2022-12-20,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-17.98,123122 WellsFargo.pdf,,
2022-12-20,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-2.99,123122 WellsFargo.pdf,,
2022-12-20,Purchase - Uber Eats Help.Uber.Com CA,-72.87,123122 WellsFargo.pdf,,
2022-12-20,Pwp Amzn Mktp U Privacycom,-27.83,123122 WellsFargo.pdf,,
2022-12-20,Pwp Amzn Mktp U Privacycom,-30.03,123122 WellsFargo.pdf,,
2022-12-20,Pwp Amzn Mktp U Privacycom,-32.14,123122 WellsFargo.pdf,,
2022-12-20,Pwp Amazon.Com* Privacycom,-108.34,123122 WellsFargo.pdf,283223.33,
2022-12-21,Purchase - Fever USA* Strange Httpsfeverup. NY,-205.70,123122 WellsFargo.pdf,,
2022-12-21,Purchase - Tesla Inc Supercha 877-7983752 CA,-17.63,123122 WellsFargo.pdf,,
2022-12-21,Pwp Amazon Tips Privacycom,-7.00,123122 WellsFargo.pdf,,
2022-12-21,Pwp Dnh*Godaddy Privacycom,-12.17,123122 WellsFargo.pdf,,
2022-12-21,Pwp Dnh*Godaddy Privacycom,-31.17,123122 WellsFargo.pdf,,
2022-12-21,Pwp Amzn Mktp U Privacycom,-100.80,123122 WellsFargo.pdf,282848.86,
2022-12-22,Purchase - Weho Street Meters West Hollywoo CA,-3.75,123122 WellsFargo.pdf,,
2022-12-22,Purchase - Tst* Olivetta 9010 West Hollywoo CA,-152.15,123122 WellsFargo.pdf,,
2022-12-22,Purchase - Sq *Stranger Thing Brisbane CA,-20.29,123122 WellsFargo.pdf,,
2022-12-22,Purchase - Sq *Stranger Thing Montebello CA,-248.00,123122 WellsFargo.pdf,,
2022-12-22,Purchase - Sq *Salt and Straw Los Angeles CA,-16.68,123122 WellsFargo.pdf,,
2022-12-22,Purchase - Apple.Com/Bill 866-712-7753 CA,-44.97,123122 WellsFargo.pdf,,
2022-12-22,Recurring Payment - Apple.Com/Bill 408-974-1010 CA,-29.99,123122 WellsFargo.pdf,,
2022-12-22,Purchase - Tesla Inc Supercha 877-7983752 CA,-5.46,123122 WellsFargo.pdf,,
2022-12-22,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-9.99,123122 WellsFargo.pdf,,
2022-12-22,Purchase - Apple.Com/Bill 866-712-7753 CA,-74.99,123122 WellsFargo.pdf,,
2022-12-22,Purchase - Wholefds Arr 10237 Pasadena CA,-146.14,123122 WellsFargo.pdf,,
2022-12-22,Purchase - Cbf Productions Ventura CA,-3.85,123122 WellsFargo.pdf,,
2022-12-22,Purchase - Cbf Productions Ventura CA,-47.34,123122 WellsFargo.pdf,,
2022-12-22,Purchase - Sp Iron and Resin 180-56289020 CA,-29.10,123122 WellsFargo.pdf,282016.16,
2022-12-23,WT Fed - Jpmorgan Chase Ban - Popstand Inc,4000.00,123122 WellsFargo.pdf,,
2022-12-23,Wire Trans Svc Charge,-15.00,123122 WellsFargo.pdf,,
2022-12-23,Purchase - Pasadena Parking - Pasadena CA,-1.50,123122 WellsFargo.pdf,,
2022-12-23,Purchase - Sq *Blue Bottle CO Century City CA,-60.22,123122 WellsFargo.pdf,,
2022-12-23,Purchase - Hokey Pokey LA Santa Monica CA,-7.08,123122 WellsFargo.pdf,,
2022-12-23,Purchase - Laz Parking 670880 Los Angeles CA,-8.00,123122 WellsFargo.pdf,,
2022-12-23,Pwp Amzn Mktp U Privacycom,-25.72,123122 WellsFargo.pdf,285898.64,
2022-12-27,Purchase - Vendingcustomerser Chula Vista CA,-28.00,123122 WellsFargo.pdf,,
2022-12-27,Recurring Payment - Equinox Moto #701 866-332-6549 CA,-205.00,123122 WellsFargo.pdf,,
2022-12-27,Purchase - Apple.Com/Bill 866-712-7753 CA,-74.99,123122 WellsFargo.pdf,,
2022-12-27,Purchase - Wholefds Val 10178 Santa Clarita CA,-39.38,123122 WellsFargo.pdf,,
2022-12-27,Purchase - Wholefds Val 10178 Santa Clarita CA,-7.98,123122 WellsFargo.pdf,,
2022-12-27,Purchase - Tesla Inc Supercha 877-7983752 CA,-9.25,123122 WellsFargo.pdf,,
2022-12-27,Purchase - Pasadena Parking - Pasadena CA,-1.50,123122 WellsFargo.pdf,,
2022-12-27,Purchase - Erewhon Calabasas Calabasas CA,-68.55,123122 WellsFargo.pdf,,
2022-12-27,Purchase - Wholefds Oxn #1031 Oxnard CA,-25.67,123122 WellsFargo.pdf,,
2022-12-27,Purchase - Tesla Inc Supercha 877-7983752 CA,-7.79,123122 WellsFargo.pdf,,
2022-12-27,Purchase - Target 0002 Oxnard CA,-392.08,123122 WellsFargo.pdf,,
2022-12-27,Purchase - Target 0002 Oxnard CA,-198.77,123122 WellsFargo.pdf,,
2022-12-27,Purchase - Tesla Inc Supercha 877-7983752 CA,-2.87,123122 WellsFargo.pdf,,
2022-12-27,Purchase - Apple.Com/Bill 800-275-2273 CA,-27.96,123122 WellsFargo.pdf,,
2022-12-27,Recurring Payment - Apple.Com/Bill 408-974-1010 CA,-9.99,123122 WellsFargo.pdf,,
2022-12-27,Pwp Amzn Mktp U Privacycom,-6.42,123122 WellsFargo.pdf,,
2022-12-27,Pwp Amazon.Com* Privacycom,-26.78,123122 WellsFargo.pdf,,
2022-12-27,Pwp Quicknode A Privacycom,-49.00,123122 WellsFargo.pdf,,
2022-12-27,Pwp Google*Doma Privacycom,-96.00,123122 WellsFargo.pdf,,
2022-12-27,Venmo Payment,-225.00,123122 WellsFargo.pdf,284395.66,
2022-12-28,Purchase - Apple.Com/Bill 866-712-7753 CA,-3.99,123122 WellsFargo.pdf,,
2022-12-28,Pwp Amazon.Com* Privacycom,-85.75,123122 WellsFargo.pdf,,
2022-12-28,Business to Business ACH Debit - Lowes Brc CC Lowtelpay,-991.52,123122 WellsFargo.pdf,283314.40,
2022-12-29,Purchase - Floor and Decor 26 Oxnard CA,-43.39,123122 WellsFargo.pdf,,
2022-12-29,Recurring Payment - Audible*U47K000B3 Amzn.Com/Bill NJ,-14.95,123122 WellsFargo.pdf,,
2022-12-29,Zelle to Ed,-50.00,123122 WellsFargo.pdf,,
2022-12-29,Venmo Payment,-50.00,123122 WellsFargo.pdf,283156.06,
2022-12-30,Gusto Pay 289359,10816.27,123122 WellsFargo.pdf,,
2022-12-30,Purchase - Apple.Com/Bill 866-712-7753 CA,-79.97,123122 WellsFargo.pdf,,
2022-12-30,Pwp Amzn Mktp U Privacycom,-107.22,123122 WellsFargo.pdf,,
2022-12-30,Chase Credit Crd Epay,-3826.88,123122 WellsFargo.pdf,,
2022-12-30,Interest Payment,2.37,123122 WellsFargo.pdf,289960.63,
