Date,Description,Amount,Source,Balance,Notes
2022-08-08,Pwp Amazon Tips Privacycom,-10.00,083122 WellsFargo.pdf,,
2022-08-08,Pwp Amazon.Com* Privacycom,-44.94,083122 WellsFargo.pdf,247713.01,
2022-08-09,Pwp Amazon.Com Privacycom,0.99,083122 WellsFargo.pdf,,
2022-08-09,Purchase - Tst* Boatyard Pub Ventura CA,-111.10,083122 WellsFargo.pdf,,
2022-08-09,Recurring Payment - Google *Google Sto 855-836-3987 CA,-1.99,083122 WellsFargo.pdf,,
2022-08-09,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-27.98,083122 WellsFargo.pdf,,
2022-08-09,Pwp Netflix.Com Privacycom,-15.49,083122 WellsFargo.pdf,,
2022-08-09,So Cal Edison CO Bill Paymt,-328.19,083122 WellsFargo.pdf,247229.25,
2022-08-10,Purchase - Apple.Com/Bill 866-712-7753 CA,-24.99,083122 WellsFargo.pdf,,
2022-08-10,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-4.99,083122 WellsFargo.pdf,247199.27,
2022-08-11,Pwp Heroku Jul- Privacycom,-119.22,083122 WellsFargo.pdf,,
2022-08-11,Pwp Heroku Jul- Privacycom,-123.38,083122 WellsFargo.pdf,,
2022-08-11,Pwp Amazon.Com* Privacycom,-149.13,083122 WellsFargo.pdf,246807.54,
2022-08-12,Purchase - Mk Concessions Pinon Hills CA,-33.00,083122 WellsFargo.pdf,,
2022-08-12,Purchase - Spencer Makenzies Ventura CA,-12.35,083122 WellsFargo.pdf,,
2022-08-12,Purchase - Ventura CO Fair- Ventura CA,-300.00,083122 WellsFargo.pdf,,
2022-08-12,Purchase - Sq *International Rialto CA,-91.16,083122 WellsFargo.pdf,,
2022-08-12,Purchase - Wholefds Oxn #1031 Oxnard CA,-82.55,083122 WellsFargo.pdf,,
2022-08-12,Recurring Payment - Tesla Inc. Palo Alto CA,-9.99,083122 WellsFargo.pdf,,
2022-08-12,Stash Capital (S ACH,-3.00,083122 WellsFargo.pdf,,
2022-08-12,Pwp Amazon Tips Privacycom,-10.00,083122 WellsFargo.pdf,,
2022-08-12,Pwp Dnh*Godaddy Privacycom,-17.99,083122 WellsFargo.pdf,,
2022-08-12,Pwp Amzn Mktp U Privacycom,-257.39,083122 WellsFargo.pdf,245990.11,
2022-08-15,Popstand Inc Payroll,2210.83,083122 WellsFargo.pdf,,
2022-08-15,Gusto Pay 554882,6454.60,083122 WellsFargo.pdf,,
2022-08-15,Purchase - Uber Trip Help.Uber.Com CA,-60.75,083122 WellsFargo.pdf,,
2022-08-15,Purchase - Chester Trailer Arroyo Grande CA,-45.00,083122 WellsFargo.pdf,,
2022-08-15,Pwp Amazon Tips Privacycom,-7.00,083122 WellsFargo.pdf,,
2022-08-15,Business to Business ACH Debit - Truebill Premium,-7.00,083122 WellsFargo.pdf,,
2022-08-15,Pwp Amazon.Com* Privacycom,-139.68,083122 WellsFargo.pdf,,
2022-08-15,Wells Fargo Auto Fee & Pmts,-1204.00,083122 WellsFargo.pdf,253192.11,
2022-08-16,Purchase - Uber Trip Help.Uber.Com CA,-64.05,083122 WellsFargo.pdf,,
2022-08-16,Purchase - ATT* Bill Payment 800-331-0500 TX,-137.45,083122 WellsFargo.pdf,,
2022-08-16,Purchase - Apple.Com/Bill 866-712-7753 CA,-7.98,083122 WellsFargo.pdf,,
2022-08-16,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-9.99,083122 WellsFargo.pdf,,
2022-08-16,Purchase - Laz Parking 670600 Pasadena CA,-10.00,083122 WellsFargo.pdf,,
2022-08-16,Pwp Amazon.Com* Privacycom,-135.07,083122 WellsFargo.pdf,252827.57,
2022-08-17,WT Fed - Jpmorgan Chase Ban - Popstand Inc,2000.00,083122 WellsFargo.pdf,,
2022-08-17,Wire Trans Svc Charge,-15.00,083122 WellsFargo.pdf,,
2022-08-17,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-12.99,083122 WellsFargo.pdf,,
2022-08-17,Purchase - Tst* Sushi Roku - Pasadena CA,-164.11,083122 WellsFargo.pdf,,
2022-08-17,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-4.99,083122 WellsFargo.pdf,,
2022-08-17,Purchase - Wholefds Arr 10237 Pasadena CA,-27.40,083122 WellsFargo.pdf,,
2022-08-17,Purchase - Tesla Inc Supercha 877-7983752 CA,-10.44,083122 WellsFargo.pdf,,
2022-08-17,Pwp Amazon Tips Privacycom,-7.00,083122 WellsFargo.pdf,254585.64,
2022-08-18,Purchase - City Pasadena Pasadena CA,-1.25,083122 WellsFargo.pdf,,
2022-08-18,Purchase - Pasadena Parking - Pasadena CA,-1.00,083122 WellsFargo.pdf,,
2022-08-18,Purchase - Pasadena Parking - Pasadena CA,-3.00,083122 WellsFargo.pdf,,
2022-08-18,Pwp Blink Privacycom,-10.00,083122 WellsFargo.pdf,254570.39,
2022-08-19,Purchase - Pymnts Dapper Online Gbr,-842.41,083122 WellsFargo.pdf,,
2022-08-19,Purchase - Apple.Com/Bill 866-712-7753 CA,-6.99,083122 WellsFargo.pdf,,
2022-08-19,Pwp Amazon.Com* Privacycom,-193.90,083122 WellsFargo.pdf,253527.09,
2022-08-22,Pwp Amazon.Com Privacycom,3.73,083122 WellsFargo.pdf,,
2022-08-22,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-2.99,083122 WellsFargo.pdf,,
2022-08-22,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-2.99,083122 WellsFargo.pdf,,
2022-08-22,Recurring Payment - Apple.Com/Bill 408-974-1010 CA,-9.99,083122 WellsFargo.pdf,,
2022-08-22,Purchase - Wholefds Val 10178 Santa Clarita CA,-34.18,083122 WellsFargo.pdf,,
2022-08-22,Purchase - Ikea Burbank Rest Burbank CA,-4.69,083122 WellsFargo.pdf,,
2022-08-22,Purchase - Ikea Burbank Burbank CA,-1046.26,083122 WellsFargo.pdf,,
2022-08-22,Purchase Bank Check OR Draft,-1035.48,083122 WellsFargo.pdf,,
2022-08-22,Purchase - Apple Store #R034 54 Pasadena CA,-581.02,083122 WellsFargo.pdf,,
2022-08-22,Pwp Amazon Tips Privacycom,-10.00,083122 WellsFargo.pdf,,
2022-08-22,Pwp Amzn Mktp U Privacycom,-21.44,083122 WellsFargo.pdf,,
2022-08-22,Pwp Amzn Mktp U Privacycom,-25.90,083122 WellsFargo.pdf,,
2022-08-22,Chase Credit Crd Epay,-3377.99,083122 WellsFargo.pdf,247377.89,
2022-08-23,Purchase - Wholefds Arr 10237 Pasadena CA,-18.93,083122 WellsFargo.pdf,,
2022-08-23,Purchase - Lugg Lugg.Com CA,-75.00,083122 WellsFargo.pdf,,
2022-08-23,Purchase - Target T- 777 E Colora Pasadena CA,-1163.61,083122 WellsFargo.pdf,,
2022-08-23,Purchase - Target T- 777 E Colora Pasadena CA,-28.65,083122 WellsFargo.pdf,,
2022-08-23,Pwp Amzn Mktp U Privacycom,-42.89,083122 WellsFargo.pdf,246048.81,
2022-08-24,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-29.99,083122 WellsFargo.pdf,,
2022-08-24,Purchase - Apple.Com/Bill 866-712-7753 CA,-74.99,083122 WellsFargo.pdf,,
2022-08-24,Purchase - Uber Eats Help.Uber.Com CA,-81.21,083122 WellsFargo.pdf,,
2022-08-24,Purchase - Uber Eats Help.Uber.Com CA,-68.85,083122 WellsFargo.pdf,,
2022-08-24,Purchase - Wholefds Arr 10237 Pasadena CA,-45.65,083122 WellsFargo.pdf,,
2022-08-24,Purchase - Wholefds Arr 10237 Pasadena CA,-4.40,083122 WellsFargo.pdf,,
2022-08-24,Purchase - Wholefds Arr 10237 Pasadena CA,-107.59,083122 WellsFargo.pdf,,
2022-08-24,Purchase - H&M0483 Pasadena CA,-189.48,083122 WellsFargo.pdf,245446.65,
2022-08-25,Purchase - Apple.Com/Bill 866-712-7753 CA,-74.99,083122 WellsFargo.pdf,,
2022-08-25,Purchase - Apple Store #R034 Pasadena CA,-109.15,083122 WellsFargo.pdf,,
2022-08-25,Purchase - Laz Parking 670600 Pasadena CA,-10.00,083122 WellsFargo.pdf,,
2022-08-25,Purchase - Uber Eats Help.Uber.Com CA,-16.60,083122 WellsFargo.pdf,,
2022-08-25,Purchase - Uber Eats Help.Uber.Com CA,-34.42,083122 WellsFargo.pdf,,
2022-08-25,Purchase - Moom 48 Thai Pasadena CA,-73.12,083122 WellsFargo.pdf,245128.37,
2022-08-26,Purchase - Ipic Pasadena - Ci Pasadena CA,-22.64,083122 WellsFargo.pdf,,
2022-08-26,Purchase - Uber Trip Help.Uber.Com CA,-11.35,083122 WellsFargo.pdf,,
2022-08-26,Purchase - Sq *Salt & Straw Pasadena CA,-10.95,083122 WellsFargo.pdf,,
2022-08-26,Purchase - Tesla Inc Supercha 877-7983752 CA,-7.83,083122 WellsFargo.pdf,,
2022-08-26,Purchase - Pasadena Parking - Pasadena CA,-3.00,083122 WellsFargo.pdf,,
2022-08-26,Purchase - Apple.Com/Bill 866-712-7753 CA,-74.99,083122 WellsFargo.pdf,,
2022-08-26,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-15.99,083122 WellsFargo.pdf,,
2022-08-26,Pwp Dnh*Godaddy Privacycom,-9.03,083122 WellsFargo.pdf,,
2022-08-26,Pwp Amazon.Com* Privacycom,-156.17,083122 WellsFargo.pdf,244816.42,
2022-08-29,Pwp Amzn Mktp U Privacycom,21.44,083122 WellsFargo.pdf,,
2022-08-29,Purchase - Tst* Intelligentsi Pasadena CA,-11.66,083122 WellsFargo.pdf,,
2022-08-29,Purchase - Tst* Sushi Roku - Pasadena CA,-130.26,083122 WellsFargo.pdf,,
2022-08-29,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-9.99,083122 WellsFargo.pdf,,
2022-08-29,Purchase - O-Sabi Japanese Re Ventura CA,-355.56,083122 WellsFargo.pdf,,
2022-08-29,Purchase - Apple.Com/Bill 866-712-7753 CA,-74.99,083122 WellsFargo.pdf,,
2022-08-29,Purchase - Patagonia-Ventura Ventura CA,-200.00,083122 WellsFargo.pdf,,
2022-08-29,Purchase - The Greek at The H Ventura CA,-164.41,083122 WellsFargo.pdf,,
2022-08-29,Purchase - Uber Eats Help.Uber.Com CA,-62.75,083122 WellsFargo.pdf,,
2022-08-29,Pwp Amazon Tips Privacycom,-7.00,083122 WellsFargo.pdf,,
2022-08-29,Pwp Dnh*Godaddy Privacycom,-9.03,083122 WellsFargo.pdf,,
2022-08-29,Pwp Dnh*Godaddy Privacycom,-24.99,083122 WellsFargo.pdf,243787.22,
2022-08-30,WT Fed - Jpmorgan Chase Ban - Popstand Inc,5000.00,083122 WellsFargo.pdf,,
2022-08-30,WT Fed - Jpmorgan Chase Ban - Popstand Inc,1000.00,083122 WellsFargo.pdf,,
2022-08-30,Wire Trans Svc Charge,-15.00,083122 WellsFargo.pdf,,
2022-08-30,Wire Trans Svc Charge,-15.00,083122 WellsFargo.pdf,,
2022-08-30,Purchase - Moom 48 Thai Pasadena CA,-39.62,083122 WellsFargo.pdf,,
2022-08-30,Pwp Dnh*Godaddy Privacycom,-2.17,083122 WellsFargo.pdf,,
2022-08-30,Pwp Google *Dom Privacycom,-40.00,083122 WellsFargo.pdf,249675.43,
2022-08-31,Gusto Pay 184305,10282.42,083122 WellsFargo.pdf,,
2022-08-31,Purchase - Uber Trip Help.Uber.Com CA,-37.97,083122 WellsFargo.pdf,,
2022-08-31,Purchase - Uber Trip Help.Uber.Com CA,-48.35,083122 WellsFargo.pdf,,
2022-08-31,Purchase - Ic* Instacart*1102 Httpsinstacar CA,-110.14,083122 WellsFargo.pdf,,
2022-08-31,Purchase - Wholefds Arr 10237 Pasadena CA,-27.26,083122 WellsFargo.pdf,,
2022-08-31,Purchase - Target T- 777 E Colora Pasadena CA,-113.55,083122 WellsFargo.pdf,,
2022-08-31,Interest Payment,2.11,083122 WellsFargo.pdf,259622.69,
