Date,Description,Amount,Source,Balance,Notes
2022-09-21,Purchase - Tesla 188-5183752 CA,-37.54,093022 WellsFargo.pdf,,
2022-09-21,Purchase - Wholefds Slk#10658 Los Angeles CA,-15.27,093022 WellsFargo.pdf,,
2022-09-21,ATM Withdrawal - 2544 Glendale Blvd Los Angeles CA,-1000.00,093022 WellsFargo.pdf,,
2022-09-21,Pwp Amazon Tips Privacycom,-7.00,093022 WellsFargo.pdf,,
2022-09-21,Pwp Amzn Mktp U Privacycom,-19.50,093022 WellsFargo.pdf,263238.79,
2022-09-22,Purchase - Ipic Pasadena Pasadena CA,-43.50,093022 WellsFargo.pdf,,
2022-09-22,Purchase - Laz Parking 670600 Pasadena CA,-14.00,093022 WellsFargo.pdf,,
2022-09-22,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-29.99,093022 WellsFargo.pdf,,
2022-09-22,Purchase - Apple.Com/Bill 866-712-7753 CA,-74.99,093022 WellsFargo.pdf,,
2022-09-22,Purchase - Apple.Com/Bill 866-712-7753 CA,-74.99,093022 WellsFargo.pdf,,
2022-09-22,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-9.99,093022 WellsFargo.pdf,,
2022-09-22,Purchase - Wholefds Arr 10237 Pasadena CA,-1.74,093022 WellsFargo.pdf,,
2022-09-22,Purchase - Wholefds Arr 10237 Pasadena CA,-5.99,093022 WellsFargo.pdf,,
2022-09-22,Purchase - Uber Eats Help.Uber.Com CA,-37.78,093022 WellsFargo.pdf,262945.82,
2022-09-23,Purchase - Ipic Pasadena - Ci Pasadena CA,-18.23,093022 WellsFargo.pdf,262927.59,
2022-09-26,Recurring Payment - Equinox Moto #701 866-332-6549 CA,-205.00,093022 WellsFargo.pdf,,
2022-09-26,Purchase - Apple.Com/Bill 866-712-7753 CA,-74.99,093022 WellsFargo.pdf,,
2022-09-26,Purchase - Apple.Com/Bill 866-712-7753 CA,-74.99,093022 WellsFargo.pdf,,
2022-09-26,Purchase - Uber Eats Help.Uber.Com CA,-37.08,093022 WellsFargo.pdf,,
2022-09-26,Purchase - Pasadena Parking - Pasadena CA,-10.50,093022 WellsFargo.pdf,,
2022-09-26,Purchase - Erewhon Market Stuido City CA,-53.89,093022 WellsFargo.pdf,,
2022-09-26,Purchase - Tesla Inc Supercha 877-7983752 CA,-11.02,093022 WellsFargo.pdf,,
2022-09-26,Zelle to Damian,-500.00,093022 WellsFargo.pdf,,
2022-09-26,Zelle to Ed,-100.00,093022 WellsFargo.pdf,261860.12,
2022-09-27,Purchase - Pasadena Parking - Pasadena CA,-3.00,093022 WellsFargo.pdf,,
2022-09-27,Purchase - Apple.Com/Bill 866-712-7753 CA,-25.97,093022 WellsFargo.pdf,,
2022-09-27,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,-9.99,093022 WellsFargo.pdf,,
2022-09-27,Pwp Dnh*Godaddy Privacycom,-49.98,093022 WellsFargo.pdf,,
2022-09-27,Chase Credit Crd Epay,-3016.14,093022 WellsFargo.pdf,,
2022-09-27,Wells Fargo Auto Fee & Pmts,1000.00,093022 WellsFargo.pdf,257755.04,
2022-09-28,WT Fed - Jpmorgan Chase Ban - Popstand Inc,3000.00,093022 WellsFargo.pdf,,
2022-09-28,Wire Trans Svc Charge,-15.00,093022 WellsFargo.pdf,,
2022-09-28,Purchase - Apple.Com/Bill 866-712-7753 CA,-74.99,093022 WellsFargo.pdf,,
2022-09-28,Purchase - Sp Allbirds 188-89638944 CA,-137.81,093022 WellsFargo.pdf,,
2022-09-28,Purchase - Laz Parking 670600 Pasadena CA,-10.00,093022 WellsFargo.pdf,,
2022-09-28,Purchase Bank Check OR Draft,-3.00,093022 WellsFargo.pdf,,
2022-09-28,Pwp Amzn Mktp U Privacycom,-62.19,093022 WellsFargo.pdf,,
2022-09-28,Pwp Amazon.Com* Privacycom,-72.49,093022 WellsFargo.pdf,260379.56,
2022-09-29,Purchase - H&M0483 Pasadena CA,-9.91,093022 WellsFargo.pdf,,
2022-09-29,Purchase - Wholefds Arr 10237 Pasadena CA,-14.03,093022 WellsFargo.pdf,,
2022-09-29,Purchase - Wholefds Arr 10237 Pasadena CA,-5.19,093022 WellsFargo.pdf,,
2022-09-29,Purchase - Audible*1414R5Cq0 Amzn.Com/Bill NJ,-14.95,093022 WellsFargo.pdf,,
2022-09-29,Pwp Amazon Tips Privacycom,-5.00,093022 WellsFargo.pdf,,
2022-09-29,Pwp Amzn Mktp U Privacycom,-80.48,093022 WellsFargo.pdf,260250.00,
2022-09-30,Gusto Pay 413058,10965.63,093022 WellsFargo.pdf,,
2022-09-30,Purchase - Ipic Pasadena - Ci Pasadena CA,-50.17,093022 WellsFargo.pdf,,
2022-09-30,Purchase - Tst* Intelligentsi Pasadena CA,-11.02,093022 WellsFargo.pdf,,
2022-09-30,Purchase - MI Piace Pasadena CA,-104.34,093022 WellsFargo.pdf,,
2022-09-30,Purchase - Tesla Inc Supercha 877-7983752 CA,-63.30,093022 WellsFargo.pdf,,
2022-09-30,Purchase - Wholefds Arr 10237 Pasadena CA,-7.08,093022 WellsFargo.pdf,,
2022-09-30,Purchase - Trader Joe S #032 Pasadena CA,-0.25,093022 WellsFargo.pdf,,
2022-09-30,Purchase - The Huntington 162-64052100 CA,-25.00,093022 WellsFargo.pdf,,
2022-09-30,Purchase - The Huntington 162-64052100 CA,-25.00,093022 WellsFargo.pdf,,
2022-09-30,Purchase - Laz Parking 670600 Pasadena CA,-10.00,093022 WellsFargo.pdf,,
2022-09-30,Zelle to Parking Juan,-20.00,093022 WellsFargo.pdf,,
2022-09-30,Interest Payment,2.11,093022 WellsFargo.pdf,270901.58,
