Date,Description,Deposits,Withdrawals,Balance,Type,Category,Notes
2022-08-23,Purchase - Lugg Lugg.Com CA,,75.0,,Debit,,
2022-08-23,Purchase - Target T- 777 E Colora Pasadena CA,,1163.61,,Debit,,
2022-08-23,Purchase - Target T- 777 E Colora Pasadena CA,,28.65,,Debit,,
2022-08-23,Pwp Amzn Mktp U Privacycom,,42.89,246048.81,Debit,,
2022-08-24,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,,29.99,,Debit,,
2022-08-24,Purchase - Apple.Com/Bill 866-712-7753 CA,,74.99,,Debit,,
2022-08-24,Purchase - Uber Eats Help.Uber.Com CA,,81.21,,Debit,,
2022-08-24,Purchase - Uber Eats Help.Uber.Com CA,,68.85,,Debit,,
2022-08-24,Purchase - Wholefds Arr 10237 Pasadena CA,,45.65,,Debit,,
2022-08-24,Purchase - Wholefds Arr 10237 Pasadena CA,,4.4,,Debit,,
2022-08-24,Purchase - Wholefds Arr 10237 Pasadena CA,,107.59,,Debit,,
2022-08-24,Purchase - H&M0483 Pasadena CA,,189.48,245446.65,Debit,,
2022-08-25,Purchase - Apple.Com/Bill 866-712-7753 CA,,74.99,,Debit,,
2022-08-25,Purchase - Apple Store #R034 Pasadena CA,,109.15,,Debit,,
2022-08-25,Purchase - Laz Parking 670600 Pasadena CA,,10.0,,Debit,,
2022-08-25,Purchase - Uber Eats Help.Uber.Com CA,,16.6,,Debit,,
2022-08-25,Purchase - Uber Eats Help.Uber.Com CA,,34.42,,Debit,,
2022-08-25,Purchase - Moom 48 Thai Pasadena CA,,73.12,245128.37,Debit,,
2022-08-26,Purchase - Ipic Pasadena - Ci Pasadena CA,,22.64,,Debit,,
2022-08-26,Purchase - Uber Trip Help.Uber.Com CA,,11.35,,Debit,,
2022-08-26,Purchase - Sq *Salt & Straw Pasadena CA,,10.95,,Debit,,
2022-08-26,Purchase - Tesla Inc Supercha 877-7983752 CA,,7.83,,Debit,,
2022-08-26,Purchase - Pasadena Parking - Pasadena CA,,3.0,,Debit,,
2022-08-26,Purchase - Apple.Com/Bill 866-712-7753 CA,,74.99,,Debit,,
2022-08-26,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,,15.99,,Debit,,
2022-08-26,Pwp Dnh*Godaddy Privacycom,,9.03,,Debit,,
2022-08-26,Pwp Amazon.Com* Privacycom,,156.17,244816.42,Debit,,
2022-08-29,Pwp Amzn Mktp U Privacycom,21.44,,,Credit,,
2022-08-29,Purchase - Tst* Intelligentsi Pasadena CA,,11.66,,Debit,,
2022-08-29,Purchase - Tst* Sushi Roku - Pasadena CA,,130.26,,Debit,,
2022-08-29,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,,9.99,,Debit,,
2022-08-29,Purchase - O-Sabi Japanese Re Ventura CA,,355.56,,Debit,,
2022-08-29,Purchase - Apple.Com/Bill 866-712-7753 CA,,74.99,,Debit,,
2022-08-29,Purchase - Patagonia-Ventura Ventura CA,,200.0,,Debit,,
2022-08-29,Purchase - The Greek at The H Ventura CA,,164.41,,Debit,,
2022-08-29,Purchase - Uber Eats Help.Uber.Com CA,,62.75,,Debit,,
2022-08-29,Pwp Amazon Tips Privacycom,,7.0,,Debit,,
2022-08-29,Pwp Dnh*Godaddy Privacycom,,9.03,,Debit,,
2022-08-29,Pwp Dnh*Godaddy Privacycom,,24.99,243787.22,Debit,,
2022-08-30,WT Fed - Jpmorgan Chase Ban - Popstand Inc,5000.0,,,Credit,,
2022-08-30,WT Fed - Jpmorgan Chase Ban - Popstand Inc,1000.0,,,Credit,,
2022-08-30,Wire Trans Svc Charge,,15.0,,Debit,,
2022-08-30,Wire Trans Svc Charge,,15.0,,Debit,,
2022-08-30,Purchase - Moom 48 Thai Pasadena CA,,39.62,,Debit,,
2022-08-30,Pwp Dnh*Godaddy Privacycom,,2.17,,Debit,,
2022-08-30,Pwp Google *Dom Privacycom,,40.0,249675.43,Debit,,
2022-08-31,Gusto Pay 184305,10282.42,,,Credit,,
2022-08-31,Purchase - Uber Trip Help.Uber.Com CA,,37.97,,Debit,,
2022-08-31,Purchase - Uber Trip Help.Uber.Com CA,,48.35,,Debit,,
2022-08-31,Purchase - Ic* Instacart*1102 Httpsinstacar CA,,110.14,,Debit,,
2022-08-31,Purchase - Wholefds Arr 10237 Pasadena CA,,27.26,,Debit,,
2022-08-31,Purchase - Target T- 777 E Colora Pasadena CA,,113.55,,Debit,,
2022-08-31,Interest Payment,2.11,,259622.69,Credit,,
