Date,Description,Deposits,Withdrawals,Balance,Type,Category,Notes
2022-12-09,Pwp Amazon.Com* Privacycom,,10.66,,Debit,,
2022-12-09,Pwp Netflix Privacycom,,15.49,,Debit,,
2022-12-09,Pwp Amazon.Com* Privacycom,,30.71,,Debit,,
2022-12-09,Business to Business ACH Debit - Lowes Brc CC Lowtelpay,,376.96,,Debit,,
2022-12-09,Pwp Heroku Nov- Privacycom,,256.49,268179.91,Debit,,
2022-12-12,WT Fed - Jpmorgan Chase Ban - Popstand Inc,2000.0,,,Credit,,
2022-12-12,Wire Trans Svc Charge,,15.0,,Debit,,
2022-12-12,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,,24.99,,Debit,,
2022-12-12,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,,6.99,,Debit,,
2022-12-12,Purchase - Laz Parking 670600 Pasadena CA,,4.0,,Debit,,
2022-12-12,Purchase - Ipic Pasadena - Ci Pasadena CA,,49.14,,Debit,,
2022-12-12,Purchase - Ipic Pasadena - Ci Pasadena CA,,28.67,,Debit,,
2022-12-12,Purchase - Laz Parking 670600 Pasadena CA,,10.0,,Debit,,
2022-12-12,Purchase - Uber Eats Help.Uber.Com CA,,51.08,,Debit,,
2022-12-12,Purchase - Wholefds Arr 10237 Pasadena CA,,26.23,,Debit,,
2022-12-12,Purchase - Vans #0210 Pasadena CA,,42.06,,Debit,,
2022-12-12,Purchase - New York Pizzeria Los Angeles CA,,11.0,,Debit,,
2022-12-12,Purchase - New York Pizzeria Los Angeles CA,,8.21,,Debit,,
2022-12-12,Purchase - The Aster - F&B 310-3515121 CA,,20.81,,Debit,,
2022-12-12,Purchase - Uber Trip Help.Uber.Com CA,,21.22,,Debit,,
2022-12-12,Purchase - Uber Eats Help.Uber.Com CA,,58.96,,Debit,,
2022-12-12,Purchase - Tesla Inc Supercha 877-7983752 CA,,8.14,,Debit,,
2022-12-12,Recurring Payment - Tesla Inc. Palo Alto CA,,9.99,,Debit,,
2022-12-12,Pwp Amazon Tips Privacycom,,5.0,,Debit,,
2022-12-12,Pwp Dnh*Godaddy Privacycom,,20.17,,Debit,,
2022-12-12,Venmo Payment,,30.0,,Debit,,
2022-12-12,Pwp Heroku Nov- Privacycom,,97.1,,Debit,,
2022-12-12,Stash Capital (S ACH,,3.0,269628.15,Debit,,
2022-12-13,Purchase - Apple.Com/Bill 866-712-7753 CA,,3.99,,Debit,,
2022-12-13,Purchase - Pasadena Parking - Pasadena CA,,1.5,,Debit,,
2022-12-13,Pwp Dnh*Godaddy Privacycom,,26.17,,Debit,,
2022-12-13,Pwp Amazon.Com* Privacycom,,41.15,,Debit,,
2022-12-13,Pwp Amazon.Com* Privacycom,,121.93,,Debit,,
2022-12-13,So Cal Edison CO Bill Paymt,,326.73,269106.68,Debit,,
2022-12-14,WT Fed - Jpmorgan Chase Ban - Popstand Inc,1000.0,,,Credit,,
2022-12-14,Wire Trans Svc Charge,,15.0,,Debit,,
2022-12-14,Purchase - Uber Eats Help.Uber.Com CA,,82.37,,Debit,,
2022-12-14,Purchase - Apple.Com/Bill 866-712-7753 CA,,11.98,,Debit,,
2022-12-14,Business to Business ACH Debit - Rocket Money Premium,,7.0,,Debit,,
2022-12-14,Pwp Dnh*Godaddy Privacycom,,20.17,,Debit,,
2022-12-14,Pwp Amzn Mktp U Privacycom,,53.61,,Debit,,
2022-12-14,Pwp Amzn Mktp U Privacycom,,106.89,269809.66,Debit,,
2022-12-15,Popstand Inc Payroll,2210.83,,,Credit,,
2022-12-15,Gusto Pay 939018,17216.26,,,Credit,,
2022-12-15,Purchase - Apple.Com/Bill 866-712-7753 CA,,74.99,,Debit,,
2022-12-15,Pwp Amzn Mktp U Privacycom,,42.01,,Debit,,
2022-12-15,Pwp Amzn Mktp U Privacycom,,49.65,289070.10,Debit,,
2022-12-16,Purchase - ATT* Bill Payment 800-331-0500 TX,,137.96,,Debit,,
2022-12-16,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,,10.99,,Debit,,
2022-12-16,Pwp Dnh*Godaddy Privacycom,,20.17,,Debit,,
2022-12-16,Pwp Amzn Mktp U Privacycom,,47.18,,Debit,,
2022-12-16,Pwp Amazon.Com* Privacycom,,112.83,288740.97,Debit,,
2022-12-19,Purchase - Uber Eats Help.Uber.Com CA,,127.74,,Debit,,
2022-12-19,Purchase - Ls Downtown Santa 310-3938355 CA,,42.0,,Debit,,
2022-12-19,Purchase - Sq *Stefano's Santa Monica CA,,20.6,,Debit,,
2022-12-19,Purchase - Sq *Stefano's Santa Monica CA,,9.41,,Debit,,
2022-12-19,Purchase - Rei #107 Santa Mon Santa Monica CA,,130.01,,Debit,,
2022-12-19,Purchase - City of Santa Moni Santa Monica CA,,8.5,,Debit,,
2022-12-19,Purchase - SSA Los Angeles Zo Los Angeles CA,,19.46,,Debit,,
2022-12-19,Purchase - Tst* Milk Bar - ME Los Angeles CA,,46.8,,Debit,,
2022-12-19,Purchase - Wholefds Oxn #1031 Oxnard CA,,10.99,,Debit,,
2022-12-19,Purchase - Tesla Inc Supercha 877-7983752 CA,,9.43,,Debit,,
2022-12-19,Purchase - Golf N' Stuff - Ventur Ventura CA,,29.0,,Debit,,
2022-12-19,Purchase - Tesla Inc Supercha 877-7983752 CA,,13.2,,Debit,,
2022-12-19,Purchase - Journeys 081956 Oxnard CA,,54.6,,Debit,,
2022-12-19,Purchase - H&M0483 Pasadena CA,,74.94,,Debit,,
2022-12-19,Purchase - Wholefds Arr 10237 Pasadena CA,,111.21,,Debit,,
2022-12-19,Purchase - Uber Eats Help.Uber.Com CA,,61.48,,Debit,,
2022-12-19,Pwp Amazon Tips Privacycom,,7.0,,Debit,,
2022-12-19,Pwp Amazon Tips Privacycom,,7.0,,Debit,,
2022-12-19,Pwp Blink Privacycom,,10.0,,Debit,,
2022-12-19,Pwp Dnh*Godaddy Privacycom,,11.99,,Debit,,
2022-12-19,Pwp Amzn Mktp U Privacycom,,23.58,,Debit,,
2022-12-19,Pwp Amazon.Com* Privacycom,,24.64,,Debit,,
2022-12-19,Pwp Amzn Mktp U Privacycom,,35.91,,Debit,,
2022-12-19,Pwp Amazon.Com* Privacycom,,48.69,,Debit,,
2022-12-19,Pwp Amazon.Com* Privacycom,,123.89,,Debit,,
2022-12-19,Pwp Amzn Mktp U Privacycom,,158.41,,Debit,,
2022-12-19,Chase Credit Crd Epay,,3603.36,283917.13,Debit,,
2022-12-20,Purchase - Golf N' Stuff - Ve Ventura CA,,15.0,,Debit,,
2022-12-20,Purchase - Rei #132 Oxnard Oxnard CA,,236.23,,Debit,,
2022-12-20,Purchase - Urban Outfitter#13 Ventura CA,,146.4,,Debit,,
2022-12-20,Purchase - Apple.Com/Bill 866-712-7753 CA,,3.99,,Debit,,
2022-12-20,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,,17.98,,Debit,,
2022-12-20,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,,2.99,,Debit,,
2022-12-20,Purchase - Uber Eats Help.Uber.Com CA,,72.87,,Debit,,
2022-12-20,Pwp Amzn Mktp U Privacycom,,27.83,,Debit,,
2022-12-20,Pwp Amzn Mktp U Privacycom,,30.03,,Debit,,
2022-12-20,Pwp Amzn Mktp U Privacycom,,32.14,,Debit,,
2022-12-20,Pwp Amazon.Com* Privacycom,,108.34,283223.33,Debit,,
2022-12-21,Purchase - Fever USA* Strange Httpsfeverup. NY,,205.7,,Debit,,
2022-12-21,Purchase - Tesla Inc Supercha 877-7983752 CA,,17.63,,Debit,,
2022-12-21,Pwp Amazon Tips Privacycom,,7.0,,Debit,,
2022-12-21,Pwp Dnh*Godaddy Privacycom,,12.17,,Debit,,
2022-12-21,Pwp Dnh*Godaddy Privacycom,,31.17,,Debit,,
2022-12-21,Pwp Amzn Mktp U Privacycom,,100.8,282848.86,Debit,,
2022-12-22,Purchase - Weho Street Meters West Hollywoo CA,,3.75,,Debit,,
2022-12-22,Purchase - Tst* Olivetta 9010 West Hollywoo CA,,152.15,,Debit,,
2022-12-22,Purchase - Sq *Stranger Thing Brisbane CA,,20.29,,Debit,,
2022-12-22,Purchase - Sq *Stranger Thing Montebello CA,,248.0,,Debit,,
2022-12-22,Purchase - Sq *Salt and Straw Los Angeles CA,,16.68,,Debit,,
2022-12-22,Purchase - Apple.Com/Bill 866-712-7753 CA,,44.97,,Debit,,
2022-12-22,Recurring Payment - Apple.Com/Bill 408-974-1010 CA,,29.99,,Debit,,
2022-12-22,Purchase - Tesla Inc Supercha 877-7983752 CA,,5.46,,Debit,,
2022-12-22,Recurring Payment - Apple.Com/Bill 866-712-7753 CA,,9.99,,Debit,,
2022-12-22,Purchase - Apple.Com/Bill 866-712-7753 CA,,74.99,,Debit,,
2022-12-22,Purchase - Wholefds Arr 10237 Pasadena CA,,146.14,,Debit,,
2022-12-22,Purchase - Cbf Productions Ventura CA,,3.85,,Debit,,
2022-12-22,Purchase - Cbf Productions Ventura CA,,47.34,,Debit,,
2022-12-22,Purchase - Sp Iron and Resin 180-56289020 CA,,29.1,282016.16,Debit,,
2022-12-23,WT Fed - Jpmorgan Chase Ban - Popstand Inc,4000.0,,,Credit,,
2022-12-23,Wire Trans Svc Charge,,15.0,,Debit,,
2022-12-23,Purchase - Pasadena Parking - Pasadena CA,,1.5,,Debit,,
2022-12-23,Purchase - Sq *Blue Bottle CO Century City CA,,60.22,,Debit,,
2022-12-23,Purchase - Hokey Pokey LA Santa Monica CA,,7.08,,Debit,,
2022-12-23,Purchase - Laz Parking 670880 Los Angeles CA,,8.0,,Debit,,
2022-12-23,Pwp Amzn Mktp U Privacycom,,25.72,285898.64,Debit,,
2022-12-27,Purchase - Vendingcustomerser Chula Vista CA,,28.0,,Debit,,
2022-12-27,Recurring Payment - Equinox Moto #701 866-332-6549 CA,,205.0,,Debit,,
2022-12-27,Purchase - Apple.Com/Bill 866-712-7753 CA,,74.99,,Debit,,
2022-12-27,Purchase - Wholefds Val 10178 Santa Clarita CA,,39.38,,Debit,,
2022-12-27,Purchase - Wholefds Val 10178 Santa Clarita CA,,7.98,,Debit,,
2022-12-27,Purchase - Tesla Inc Supercha 877-7983752 CA,,9.25,,Debit,,
2022-12-27,Purchase - Pasadena Parking - Pasadena CA,,1.5,,Debit,,
2022-12-27,Purchase - Erewhon Calabasas Calabasas CA,,68.55,,Debit,,
2022-12-27,Purchase - Wholefds Oxn #1031 Oxnard CA,,25.67,,Debit,,
2022-12-27,Purchase - Tesla Inc Supercha 877-7983752 CA,,7.79,,Debit,,
2022-12-27,Purchase - Target 0002 Oxnard CA,,392.08,,Debit,,
2022-12-27,Purchase - Target 0002 Oxnard CA,,198.77,,Debit,,
2022-12-27,Purchase - Tesla Inc Supercha 877-7983752 CA,,2.87,,Debit,,
2022-12-27,Purchase - Apple.Com/Bill 800-275-2273 CA,,27.96,,Debit,,
2022-12-27,Recurring Payment - Apple.Com/Bill 408-974-1010 CA,,9.99,,Debit,,
2022-12-27,Pwp Amzn Mktp U Privacycom,,6.42,,Debit,,
2022-12-27,Pwp Amazon.Com* Privacycom,,26.78,,Debit,,
2022-12-27,Pwp Quicknode A Privacycom,,49.0,,Debit,,
2022-12-27,Pwp Google*Doma Privacycom,,96.0,,Debit,,
2022-12-27,Venmo Payment,,225.0,284395.66,Debit,,
2022-12-28,Purchase - Apple.Com/Bill 866-712-7753 CA,,3.99,,Debit,,
2022-12-28,Pwp Amazon.Com* Privacycom,,85.75,,Debit,,
2022-12-28,Business to Business ACH Debit - Lowes Brc CC Lowtelpay,,991.52,283314.40,Debit,,
2022-12-29,Purchase - Floor and Decor 26 Oxnard CA,,43.39,,Debit,,
2022-12-29,Recurring Payment - Audible*U47K000B3 Amzn.Com/Bill NJ,,14.95,,Debit,,
2022-12-29,Zelle to Ed,,50.0,,Debit,,
2022-12-29,Venmo Payment,,50.0,283156.06,Debit,,
2022-12-30,Gusto Pay 289359,10816.27,,,Credit,,
2022-12-30,Purchase - Apple.Com/Bill 866-712-7753 CA,,79.97,,Debit,,
2022-12-30,Pwp Amzn Mktp U Privacycom,,107.22,,Debit,,
2022-12-30,Chase Credit Crd Epay,,3826.88,,Debit,,
2022-12-30,Interest Payment,2.37,,289960.63,Credit,,
